"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",28725.890625,28585.4375,140.65625,114762.90625,28725.890625,28585.4375,140.65625,3.43805769480582,1.04436877765487,NA,0.0155497107150745
