"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",7912.56428571429,7863.44285714286,52.4428571428571,31597.8142857143,7912.56428571429,7863.44285714286,52.4428571428571,3.06716012954367,1.1838065456369,NA,0.00844207532934294
