"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",586.491721337082,358.13058419244,272.614183067791,2073.35270228054,586.491721337082,358.13058419244,272.614183067791,2.80416651587271,1.34384137938235,NA,0.0234309264427605
