"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",1562.01511270492,1342.11398565574,256.620389344262,5991.44006147541,1562.01511270492,1342.11398565574,256.620389344262,2.89109188294842,1.25910750224249,NA,0.0152568686396986
