"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",484.682608695652,396.687556221889,108.552623688156,1830.17781109445,484.682608695652,396.687556221889,108.552623688156,2.99233314950189,1.25572052444613,NA,0.0101441578756579
