"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",619.35314431116,435.691203198837,219.738276990185,2257.67430025445,619.35314431116,435.691203198837,219.738276990185,2.94348677910541,1.27807715582851,NA,0.0158050077486366
