"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",15893.1082802548,15829.7324840764,64.4331210191083,63508,15893.1082802548,15829.7324840764,64.4331210191083,3.27439411793431,1.07968386754657,NA,0.0063450424596239
