"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",5989.25570291777,5304.52307692308,791.910875331565,23165.1119363395,5989.25570291777,5304.52307692308,791.910875331565,3.06201382029093,1.30811642596886,NA,0.00998207066585399
