"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",6064.26153846154,6021.60769230769,44.5153846153846,24212.5307692308,6064.26153846154,6021.60769230769,44.5153846153846,3.15438358621628,1.10881360716452,NA,0.00545180263651256
