"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",250.319805865345,186.399834779017,78.6109045848823,922.668318876497,250.319805865345,186.399834779017,78.6109045848823,2.82854668015232,1.35926464129258,NA,0.0237387349193701
