"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",2645.54527938343,2379.90558766859,313.000642260758,10269.180475273,2645.54527938343,2379.90558766859,313.000642260758,2.86093715699092,1.36660847309198,NA,0.016687668151314
