"","Township","Year","Number.of.Loss.Patches","Avg.Patch.Size","Total.Area.of.Loss.Patches"
"4270","Thandaung","2003",3131,3790.27365153219,11867346.8029473
"4271","Thandaung","2004",3946,3459.53712293266,13651333.4870923
"4272","Thandaung","2005",2561,3701.06500540211,9478427.47883481
"4273","Thandaung","2006",4592,3946.5380998584,18122502.9545498
"4274","Thandaung","2007",3759,3923.11610154911,14746993.4257231
"4275","Thandaung","2008",3360,3945.88489146064,13258173.2353078
"4276","Thandaung","2009",5850,4374.40992580043,25590298.0659325
"4277","Thandaung","2010",5521,4565.42914151228,25205734.2902893
"4278","Thandaung","2011",3961,4253.54945745526,16848309.4009803
"4279","Thandaung","2012",11352,4688.61854841286,53225197.7615828
"4280","Thandaung","2013",7592,9304.21382333061,70637591.346726
"4281","Thandaung","2014",8501,9856.76748411441,83792380.3824566
"4282","Thandaung","2015",3596,18054.7896770006,64925023.6784942
"4283","Thandaung","2016",4102,22368.9798339861,91757555.279011
"4284","Thandaung","2017",4479,19061.5828229619,85376829.4640465
"4285","Tharrawaddy","2001",11,939.377314188941,10333.1504560784
"4286","Tharrawaddy","2002",7,1159.81132691911,8118.67928843378
"4287","Tharrawaddy","2003",15,983.988443522969,14759.8266528445
"4288","Tharrawaddy","2004",7,1265.63591064317,8859.45137450221
"4289","Tharrawaddy","2005",14,2109.29171621881,29530.0840270633
"4290","Tharrawaddy","2006",6,861.016100764922,5166.09660458953
"4291","Tharrawaddy","2007",11,1811.95479142719,19931.5027056991
"4292","Tharrawaddy","2008",22,1945.49516758931,42800.8936869648
"4293","Tharrawaddy","2009",26,1873.21924952789,48703.7004877252
"4294","Tharrawaddy","2010",23,1412.52275524311,32488.0233705914
"4295","Tharrawaddy","2011",45,1574.07201057983,70833.2404760925
"4296","Tharrawaddy","2012",84,1212.13879683369,101819.65893403
"4297","Tharrawaddy","2013",156,1395.22736837203,217655.469466036
"4298","Tharrawaddy","2014",61,1645.22966030998,100359.009278909
"4299","Tharrawaddy","2015",6,1846.07962614855,11076.4777568913
"4300","Tharrawaddy","2016",19,4195.99601222103,79723.9242321995
"4301","Tharrawaddy","2017",5,2214.76479550151,11073.8239775075
"4302","Thaton","2001",183,1695.85159309717,310340.841536782
"4303","Thaton","2002",136,1589.80421493879,216213.373231676
"4304","Thaton","2003",224,1841.3922402996,412471.861827111
"4305","Thaton","2004",593,2006.480957661,1189843.20789297
"4306","Thaton","2005",213,3377.18244287156,719339.860331642
"4307","Thaton","2006",1215,3569.66697868508,4337145.37910238
"4308","Thaton","2007",783,3846.54084362857,3011841.48056117
"4309","Thaton","2008",686,3757.45476591659,2577613.96941878
"4310","Thaton","2009",710,4405.52691220369,3127924.10766462
"4311","Thaton","2010",845,4197.59936415122,3546971.46270778
"4312","Thaton","2011",881,4392.10223497569,3869442.06901358
"4313","Thaton","2012",2898,4439.79828769451,12866535.4377387
"4314","Thaton","2013",2885,4669.90206316875,13472667.4522419
"4315","Thaton","2014",2058,5445.6727219848,11207194.4618447
"4316","Thaton","2015",751,7011.97570729742,5265993.75618036
"4317","Thaton","2016",806,8688.196608845,7002686.46672907
"4318","Thaton","2017",976,8710.0758931876,8501034.07175109
"4319","Thayet","2001",12,792.101725398071,9505.22070477685
"4320","Thayet","2002",16,1279.14666396559,20466.3466234495
"4321","Thayet","2003",203,1472.85246538207,298989.05047256
"4322","Thayet","2004",39,1462.50219770003,57037.5857103011
"4323","Thayet","2005",122,1929.73126579592,235427.214427102
"4324","Thayet","2006",72,3291.30954996099,236974.287597191
"4325","Thayet","2007",78,1733.80580242023,135236.852588778
"4326","Thayet","2008",239,2135.58135006257,510403.942664954
"4327","Thayet","2009",162,1945.38191978646,315151.871005406
"4328","Thayet","2010",136,2930.8061378866,398589.634752577
"4329","Thayet","2011",155,2033.25922473944,315155.179834613
"4330","Thayet","2012",326,1737.93069210867,566565.405627425
"4331","Thayet","2013",1042,1264.65197959917,1317767.36274234
"4332","Thayet","2014",898,1796.35940910249,1613130.74937404
"4333","Thayet","2015",7,1880.12029796608,13160.8420857625
"4334","Thayet","2016",5,10530.4623919508,52652.311959754
"4335","Thayet","2017",3,13644.0220098723,40932.0660296169
"4336","Thayetchaung","2001",870,3305.35833033382,2875661.74739043
"4337","Thayetchaung","2002",1378,3585.38227610884,4940656.77647798
"4338","Thayetchaung","2003",636,3910.12568563772,2486839.93606559
"4339","Thayetchaung","2004",2260,4216.72558453821,9529799.82105635
"4340","Thayetchaung","2005",1515,4163.23049240445,6307294.19599275
"4341","Thayetchaung","2006",1697,5496.69448240154,9327890.53663541
"4342","Thayetchaung","2007",2572,6570.23089560069,16898633.863485
"4343","Thayetchaung","2008",1330,6199.88927524656,8245852.73607792
"4344","Thayetchaung","2009",1519,6210.77107469828,9434161.26246669
"4345","Thayetchaung","2010",2715,5527.97966489434,15008464.7901881
"4346","Thayetchaung","2011",1325,5558.08082113227,7364457.08800026
"4347","Thayetchaung","2012",2815,5019.30593252771,14129346.2000655
"4348","Thayetchaung","2013",3518,5772.76849639532,20308599.5703188
"4349","Thayetchaung","2014",5089,5535.15193253877,28168388.1846898
"4350","Thayetchaung","2015",2565,7703.54100168176,19759582.6693137
"4351","Thayetchaung","2016",2687,9214.14776913586,24758415.0556681
"4352","Thayetchaung","2017",2560,9460.96131995862,24220060.9790941
"4353","Thazi","2001",168,1262.10736783613,212034.037796469
"4354","Thazi","2002",67,2192.57531224102,146902.545920148
"4355","Thazi","2003",338,1717.24340868636,580428.272135988
"4356","Thazi","2004",259,1751.95195725082,453755.556927962
"4357","Thazi","2005",261,1827.27619016026,476919.085631827
"4358","Thazi","2006",221,2574.14060573711,568885.073867902
"4359","Thazi","2007",266,3183.81967790174,846896.034321863
"4360","Thazi","2008",464,3196.14607346323,1483011.77808694
"4361","Thazi","2009",398,4348.33672318195,1730638.01582642
"4362","Thazi","2010",771,4061.04045188189,3131062.18840094
"4363","Thazi","2011",678,3108.36939696526,2107474.45114245
"4364","Thazi","2012",339,1913.0167737268,648512.686293385
"4365","Thazi","2013",875,3879.3491585879,3394430.51376441
"4366","Thazi","2014",1334,3631.0423919045,4843810.5508006
"4367","Thazi","2015",630,6560.66125348505,4133216.58969558
"4368","Thazi","2016",728,8824.13211818462,6423968.1820384
"4369","Thazi","2017",770,7420.67577594352,5713920.34747651
"4370","Thegon","2001",79,1197.86365313183,94631.2285974148
"4371","Thegon","2002",123,1413.54603679508,173866.162525795
"4372","Thegon","2003",495,1481.11430000358,733151.578501775
"4373","Thegon","2004",500,1736.25865163394,868129.32581697
"4374","Thegon","2005",256,1496.25450733148,383041.15387686
"4375","Thegon","2006",320,2328.07823532522,744985.03530407
"4376","Thegon","2007",182,2100.70098004259,382327.578367752
"4377","Thegon","2008",396,2144.0919773763,849060.423041016
"4378","Thegon","2009",589,2417.06478744122,1423651.15980288
"4379","Thegon","2010",1209,2484.89007040635,3004232.09512128
"4380","Thegon","2011",388,1853.73950487913,719250.927893102
"4381","Thegon","2012",720,1623.55437156223,1168959.14752481
"4382","Thegon","2013",1549,1522.6312114339,2358555.74651111
"4383","Thegon","2014",2556,2343.73780445589,5990593.82818926
"4384","Thegon","2015",379,2431.84921280221,921670.851652036
"4385","Thegon","2016",49,5868.39940979392,287551.571079902
"4386","Thegon","2017",30,5820.50154892784,174615.046467835
"4387","Thlangtlang","2001",2978,4239.04752299555,12623883.5234807
"4388","Thlangtlang","2002",3725,5570.76286422709,20751091.6692459
"4389","Thlangtlang","2003",3314,5599.72946279824,18557503.4397134
"4390","Thlangtlang","2004",4890,4902.47894367511,23973122.0345713
"4391","Thlangtlang","2005",3533,5255.78624788052,18568692.8137619
"4392","Thlangtlang","2006",3048,4275.65245103104,13032188.6707426
"4393","Thlangtlang","2007",5,2138.19354142884,10690.9677071442
"4394","Thlangtlang","2008",4095,6752.10297059194,27649861.664574
"4395","Thlangtlang","2009",3890,5512.6467675629,21444195.9258197
"4396","Thlangtlang","2010",3165,6203.32310321328,19633517.62167
"4397","Thlangtlang","2011",2927,7491.07080280833,21926364.23982
"4398","Thlangtlang","2012",5226,8262.64924882159,43180604.9743416
"4399","Thlangtlang","2013",7464,8508.89038045176,63510357.799692
"4400","Thlangtlang","2014",7331,10730.3445754636,78664156.0827234
"4401","Thlangtlang","2015",4100,18384.0317937205,75374530.354254
"4402","Thlangtlang","2016",4299,22783.0378951194,97944279.9111184
"4403","Thlangtlang","2017",3965,24132.1046077289,95683794.7696449
"4404","Thongwa","2001",0,0,0
"4405","Thongwa","2002",0,0,0
"4406","Thongwa","2003",0,0,0
"4407","Thongwa","2004",0,0,0
"4408","Thongwa","2005",0,0,0
"4409","Thongwa","2006",0,0,0
"4410","Thongwa","2007",0,0,0
"4411","Thongwa","2008",0,0,0
"4412","Thongwa","2009",0,0,0
"4413","Thongwa","2010",0,0,0
"4414","Thongwa","2011",0,0,0
"4415","Thongwa","2012",1,741.710053722741,741.710053722741
"4416","Thongwa","2013",3,3216.24207917259,9648.72623751779
"4417","Thongwa","2014",3,1236.67533601879,3710.02600805637
"4418","Thongwa","2015",0,0,0
"4419","Thongwa","2016",0,0,0
"4420","Thongwa","2017",1,6675.88395438759,6675.88395438759
"4421","Thoungoo","2001",498,1987.84180502815,989945.21890402
"4422","Thoungoo","2002",1359,2181.01558375111,2964000.17831776
"4423","Thoungoo","2003",1132,2274.63860417088,2574890.89992144
"4424","Thoungoo","2004",1418,2970.33560774966,4211935.89178901
"4425","Thoungoo","2005",1054,2601.02953812191,2741485.13318049
"4426","Thoungoo","2006",1690,3436.18161599139,5807146.93102545
"4427","Thoungoo","2007",1077,4013.28732861149,4322310.45291457
"4428","Thoungoo","2008",1627,3527.80118044771,5739732.52058843
"4429","Thoungoo","2009",2575,3843.0885026052,9895952.89420838
"4430","Thoungoo","2010",1809,3794.8536193186,6864890.19734735
"4431","Thoungoo","2011",1703,4238.48432996661,7218138.81393314
"4432","Thoungoo","2012",4013,3102.51121944913,12450377.5236494
"4433","Thoungoo","2013",2936,4455.42052214862,13081114.6530284
"4434","Thoungoo","2014",4319,6250.45924232896,26995733.4676188
"4435","Thoungoo","2015",1727,7088.9636384327,12242640.2035733
"4436","Thoungoo","2016",1505,11723.9257612973,17644508.2707524
"4437","Thoungoo","2017",1520,12646.8700628369,19223242.4955121
"4438","Tiddim","2001",2531,5402.5745788787,13673916.259142
"4439","Tiddim","2002",3665,5488.67960224262,20116010.7422192
"4440","Tiddim","2003",2849,5954.76073513632,16965113.3344034
"4441","Tiddim","2004",3897,4854.03166149687,18916161.3848533
"4442","Tiddim","2005",3227,5210.16841322673,16813213.4694827
"4443","Tiddim","2006",2901,4393.14252615793,12744506.4683841
"4444","Tiddim","2007",50,2689.10943052217,134455.471526109
"4445","Tiddim","2008",4284,4917.57622073571,21066896.5296318
"4446","Tiddim","2009",4147,4588.37009228949,19027970.7727245
"4447","Tiddim","2010",2692,5303.21952506683,14276266.9614799
"4448","Tiddim","2011",2432,5714.36338696652,13897331.7571026
"4449","Tiddim","2012",5219,5793.54915938749,30236533.0628433
"4450","Tiddim","2013",5970,6413.47681637912,38288456.5937833
"4451","Tiddim","2014",6801,7437.5729726932,50582933.7872864
"4452","Tiddim","2015",5635,11627.5813286509,65521420.7869478
"4453","Tiddim","2016",8082,11741.8542833274,94897666.3178522
"4454","Tiddim","2017",4230,13333.1805227389,56399353.6111856
"4455","Tigyaing","2001",1461,3652.12859481591,5335759.87702604
"4456","Tigyaing","2002",1334,3597.20195382935,4798667.40640835
"4457","Tigyaing","2003",2304,3824.15109433444,8810844.12134655
"4458","Tigyaing","2004",1613,4278.43270797147,6901111.95795798
"4459","Tigyaing","2005",2920,4526.76771205032,13218161.7191869
"4460","Tigyaing","2006",2550,5176.76301722548,13200745.693925
"4461","Tigyaing","2007",3513,6404.51405032581,22499057.8587946
"4462","Tigyaing","2008",2556,3962.08050031834,10127077.7588137
"4463","Tigyaing","2009",3860,5627.99552213645,21724062.7154467
"4464","Tigyaing","2010",3340,5342.07609946036,17842534.1721976
"4465","Tigyaing","2011",3711,6168.01934608268,22889519.7933128
"4466","Tigyaing","2012",3495,4363.78400210695,15251425.0873638
"4467","Tigyaing","2013",3602,3067.13796167793,11047830.9379639
"4468","Tigyaing","2014",4653,3052.49867087862,14203276.3155982
"4469","Tigyaing","2015",1842,5278.19063324776,9722427.14644237
"4470","Tigyaing","2016",2285,7468.42492641308,17065350.9568539
"4471","Tigyaing","2017",2487,10748.6909099006,26731994.2929228
"4472","Tonzang","2001",2839,5537.57532411263,15721176.3451558
"4473","Tonzang","2002",3145,5532.60401311421,17400039.6212442
"4474","Tonzang","2003",3205,6138.05955714032,19672480.8806347
"4475","Tonzang","2004",3916,5760.8704786533,22559568.7944063
"4476","Tonzang","2005",3555,5887.32650220001,20929445.715321
"4477","Tonzang","2006",3269,4850.75794575851,15857127.7246846
"4478","Tonzang","2007",1764,5320.45512991761,9385282.84917467
"4479","Tonzang","2008",4461,5684.51593212658,25358625.5732167
"4480","Tonzang","2009",4636,6169.09117496221,28599906.6871248
"4481","Tonzang","2010",3099,6391.22315326438,19806400.5519663
"4482","Tonzang","2011",3450,5931.25868484397,20462842.4627117
"4483","Tonzang","2012",5830,5256.36868874639,30644629.4553915
"4484","Tonzang","2013",4681,7996.65598675072,37432346.6739801
"4485","Tonzang","2014",6284,7177.83603035972,45105521.6147805
"4486","Tonzang","2015",6051,12675.8071829525,76701309.2640458
"4487","Tonzang","2016",9445,9113.82873756428,86080112.4262946
"4488","Tonzang","2017",3456,13873.3907922966,47946438.5781769
"4489","Waingmaw","2001",4788,3898.87586136445,18667817.624213
"4490","Waingmaw","2002",4262,3756.10262017573,16008509.367189
"4491","Waingmaw","2003",6176,3735.41189360533,23069903.8549065
"4492","Waingmaw","2004",7139,3849.7632403009,27483459.7725081
"4493","Waingmaw","2005",7970,4866.85755749216,38788854.7332125
"4494","Waingmaw","2006",7366,5384.26279756919,39660479.7668946
"4495","Waingmaw","2007",11341,7159.56626386372,81196640.9984785
"4496","Waingmaw","2008",6457,7009.70217010633,45261646.9123766
"4497","Waingmaw","2009",16205,8224.85569515175,133283786.539934
"4498","Waingmaw","2010",8887,6717.97018814374,59702601.0620334
"4499","Waingmaw","2011",9283,6458.39796424557,59953308.3020916
"4500","Waingmaw","2012",14653,4869.37450247579,71350944.5847778
"4501","Waingmaw","2013",13878,5110.99022539661,70930322.3480541
"4502","Waingmaw","2014",19553,5779.36836104934,113003989.563598
"4503","Waingmaw","2015",8403,9118.45723324307,76622396.1309416
"4504","Waingmaw","2016",6888,12602.643147925,86807006.0029075
"4505","Waingmaw","2017",7343,12855.634636251,94398925.1339909
"4506","Wakema","2001",28,1060.35319446044,29689.8894448924
"4507","Wakema","2002",11,1551.77205511361,17069.4926062497
"4508","Wakema","2003",33,944.286450088639,31161.4528529251
"4509","Wakema","2004",29,1381.20253448601,40054.8735000943
"4510","Wakema","2005",21,1342.55705345335,28193.6981225203
"4511","Wakema","2006",37,1042.84978388812,38585.4420038604
"4512","Wakema","2007",16,1854.87935388051,29678.0696620882
"4513","Wakema","2008",36,1566.34000851667,56388.2403066
"4514","Wakema","2009",38,1561.29708882894,59329.2893754997
"4515","Wakema","2010",39,1730.75919917632,67499.6087678765
"4516","Wakema","2011",51,2210.60147834698,112740.675395696
"4517","Wakema","2012",99,1325.9587991242,131269.921113295
"4518","Wakema","2013",19,1483.14803270354,28179.8126213672
"4519","Wakema","2014",41,1157.93843374034,47475.4757833541
"4520","Wakema","2015",1,2966.71989660682,2966.71989660682
"4521","Wakema","2016",6,4696.93617062099,28181.6170237259
"4522","Wakema","2017",12,2656.99419469065,31883.9303362878
"4523","Waw","2001",18,1435.82534521799,25844.8562139238
"4524","Waw","2002",38,1360.33365802319,51692.6790048813
"4525","Waw","2003",35,1813.79534510849,63482.8370787972
"4526","Waw","2004",106,1923.19717089595,203858.900114971
"4527","Waw","2005",30,2240.09534488307,67202.860346492
"4528","Waw","2006",261,3378.22037729221,881715.518473267
