"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index","ID"
"1",2445.08310810811,2098.18243243243,413.614864864865,9366.71756756757,2445.08310810811,2098.18243243243,413.614864864865,3.12318529015101,1.29450860389314,NA,0.00773479356381016,1
"2",4214.63529411765,3595.05721925134,725.020320855615,16133.520855615,4214.63529411765,3595.05721925134,725.020320855615,3.09623651545169,1.30511240023782,NA,0.00866500093873199,2
"3",1282.3113169553,974.632903745469,369.884816753927,4759.36045106726,1282.3113169553,974.632903745469,369.884816753927,3.17307844432429,1.21076878197892,NA,0.00422881176950231,3
"4",9609.11394891945,8507.39423706614,1284.97838899804,37151.4774066798,9609.11394891945,8507.39423706614,1284.97838899804,3.32432748622273,1.34376996701299,NA,0.00419005499284424,4
"5",507.882798023471,340.976683137739,206.37523162446,1825.15596046943,507.882798023471,340.976683137739,206.37523162446,3.11100537365478,1.23910982725363,NA,0.00630960050054835,5
"6",1307.50261780105,972.960628272251,403.873507853403,4826.13696335079,1307.50261780105,972.960628272251,403.873507853403,3.01687412300508,1.30590931313028,NA,0.0122147379183685,6
"7",1536.31442910916,1169.51066499373,435.704391468005,5709.55332496863,1536.31442910916,1169.51066499373,435.704391468005,3.0444584215994,1.29508407740414,NA,0.0125355802608709,7
"8",760.594828970612,522.684117552594,287.588244740646,2754.7910711418,760.594828970612,522.684117552594,287.588244740646,3.07078576928751,1.24083544188334,NA,0.00814788908249076,8
"9",1918.58756510417,1534.88802083333,463.736979166667,7210.61328125,1918.58756510417,1534.88802083333,463.736979166667,3.17754496515076,1.26422684728207,NA,0.00653880349203425,9
"10",1178.01527860995,1020.92001198322,186.38645895746,4525.67465548232,1178.01527860995,1020.92001198322,186.38645895746,2.88645213738528,1.34606342433632,NA,0.0208239622876303,10
"11",2306.82450483648,2077.57116536158,266.752648549056,8960.54537079687,2306.82450483648,2077.57116536158,266.752648549056,2.95488257927251,1.28218857494724,NA,0.0148899655917815,11
"12",1344.34576163161,1201.03824091778,167.401529636711,5209.98151688974,1344.34576163161,1201.03824091778,167.401529636711,2.94391040488589,1.26873047887215,NA,0.017538106394,12
"13",1558.75015384615,1449.608,127.417846153846,6107.58276923077,1558.75015384615,1449.608,127.417846153846,2.99428288342329,1.26296604308513,NA,0.0144526255303646,13
"14",924.583239685343,711.186225718414,263.300369240649,3435.03258950072,924.583239685343,711.186225718414,263.300369240649,3.03503224633059,1.28365481652876,NA,0.0100508714824337,14
"15",1195.64698746462,930.274363121714,330.841892438334,4451.74605742014,1195.64698746462,930.274363121714,330.841892438334,3.12838770956963,1.24917514182421,NA,0.00587104488388589,15
"16",1790.57234448103,1657.16617570612,157.684283486398,7004.60509443771,1790.57234448103,1657.16617570612,157.684283486398,3.03820804515089,1.25069113098021,NA,0.0137624074555142,16
"17",759.498701298701,669.77962037962,105.2995004995,2932.6953046953,759.498701298701,669.77962037962,105.2995004995,2.96473660876272,1.28494458706086,NA,0.0146739251210179,17
"18",910.477211357499,836.800016365273,87.1994108501759,3554.70943457982,910.477211357499,836.800016365273,87.1994108501759,3.06121494201233,1.24854538716766,NA,0.0104279958429823,18
"19",1180.76935840708,1047.67013274336,158.860398230088,4564.21703539823,1180.76935840708,1047.67013274336,158.860398230088,2.95174947524701,1.277407852538,NA,0.0125635053200113,19
"20",23857.2530487805,23216.1158536585,730.475609756098,94698.5365853659,23857.2530487805,23216.1158536585,730.475609756098,3.1174516888437,1.49270119932293,NA,0.0295631813156713,20
