"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",1397.87205731832,1235.89866939611,184.722620266121,5406.76560900717,1397.87205731832,1235.89866939611,184.722620266121,2.82966980046677,1.34158772217715,NA,0.0264815137345581
