"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",4473.975,4431.91428571429,45.6714285714286,17850.2285714286,4473.975,4431.91428571429,45.6714285714286,3.16554917569807,1.15962348038012,NA,0.00682001192489398
