"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",966.855518394649,822.733110367893,166.91237458194,3700.50969899666,966.855518394649,822.733110367893,166.91237458194,2.8206001836061,1.31078691705573,NA,0.0240216520183559
