"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",1918.58756510417,1534.88802083333,463.736979166667,7210.61328125,1918.58756510417,1534.88802083333,463.736979166667,3.17754496515076,1.26422684728207,NA,0.00653880349203425
