"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index"
"1",1385.6812267658,1185.77555762082,232.826208178439,5309.89869888476,1385.6812267658,1185.77555762082,232.826208178439,2.81338866394629,1.33528658116638,NA,0.0249913712982299
