region,district,township,loss,treecover2000,percentloss,year
Mandalay,Yamethin,Pyinmana,7680,1787922,0.004295489,2009
Mandalay,Yamethin,Lewe,7799,1354456,0.005758031,2009
Magway,Thayetmyo,Myayde (Aunglan),2376,732273,0.003244692,2009
Bago,Pyay,Paukkaung,4267,992210,0.004300501,2009
Bago,Pyay,Thegon,744,207321,0.003588638,2009
Bago,Thayarwady,Nattalin,1861,810129,0.002297165,2009
Bago,Thayarwady,Okpo,800,695350,0.0011505,2009
Bago,Thayarwady,Gyobingauk,1064,413210,0.002574962,2009
Bago,Pyay,Paungde,0,4309,0,2009
Bago,Pyay,Prome,25,16598,0.001506206,2009
Bago,Thayarwady,Zigon,2,10018,1.99641e-4,2009
Magway,Magwe Minbu,Taungdwingyi,2443,311124,0.007852175,2009
Magway,Magwe Minbu,Myothit,7000,154590,0.045281066,2009
Naypyitaw,Naypyitaw,Pyinmana,604,2581,0.234017823,2009
Mandalay,Yamethin,Tatkon,5019,1412850,0.003552394,2009
Shan,Taunggye,Pinlaung,7350,2745409,0.002677197,2009
Mandalay,Yamethin,Yamethin,749,938041,7.98473e-4,2009
Magway,Magwe Minbu,Natmauk,3,2017,0.001487357,2009
Mandalay,Meiktila,Pyawbwe,174,530877,3.2776e-4,2009
Mandalay,Meiktila,Thazi,1753,774816,0.002262473,2009
Shan,Taunggye,Ye-Ngan,3700,3292535,0.001123754,2009
Mandalay,Meiktila,Wudwin,73,68050,0.001072741,2009
Mandalay,Meiktila,Meiktila,2,268,0.007462687,2009
Mandalay,Myingyan,Mahlaing,4,2501,0.00159936,2009
Mandalay,Myingyan,Taungtha,8,1322,0.006051437,2009
Mandalay,Myingyan,Myingyan,1,766,0.001305483,2009
Mandalay,Myingyan,Natogyi,9,1521,0.00591716,2009
Sagaing,Sagaing,Ngazun,0,727,0,2009
Sagaing,Sagaing,Myaung,7,257,0.027237354,2009
Sagaing,Monywa,Chaung-U,4,1076,0.003717472,2009
Sagaing,Sagaing,Myinmu,0,79,0,2009
Sagaing,Monywa,Ayadaw,8,384,0.020833333,2009
Sagaing,Shwebo,Tabayin,626,18864,0.033184902,2009
Sagaing,Shwebo,Wetlet,6,1306,0.004594181,2009
Sagaing,Shwebo,Shwebo,14,2448,0.005718954,2009
Sagaing,Sagaing,Sagaing,10,2838,0.003523608,2009
Mandalay,Kyaukse,Tada-U,0,1418,0,2009
Mandalay,Kyaukse,Singaing,18,35339,5.09352e-4,2009
Mandalay,Mandalay,Amarapura,11,1298,0.008474576,2009
Mandalay,Mandalay,Mandalay,7,759,0.009222661,2009
Mandalay,Pyin-Oo-Lwin,Madaya,976,517533,0.00188587,2009
Mandalay,Pyin-Oo-Lwin,Singu,3312,1059228,0.003126806,2009
Mandalay,Mandalay,Patheingyi,1051,469015,0.002240866,2009
Shan,Kyaukme,Nawnghkio,21974,2475471,0.008876695,2009
Mandalay,Mandalay,Maymyo,3611,919092,0.003928878,2009
Mandalay,Kyaukse,Kyaukse,1311,1366996,9.59037e-4,2009
Mandalay,Kyaukse,Myitha,78,115120,6.77554e-4,2009
Shan,Taunggye,Lawksawk,28615,4144348,0.006904584,2009
Shan,Taunggye,Pindaya,63,71922,8.75949e-4,2009
Shan,Taunggye,Kalaw,929,585632,0.00158632,2009
Shan,Taunggye,Taunggyi,1307,406002,0.003219196,2009
Shan,Loilen,Mong Kung,27021,6101647,0.004428476,2009
Shan,Kyaukme,Kyaukme,40481,4615178,0.008771276,2009
Shan,Kyaukme,Hsipaw,82331,4373379,0.018825489,2009
Shan,Loilen,Lai-Hka,11020,2042627,0.005395013,2009
Shan,Loilen,Loi Lem,7497,897848,0.008349966,2009
Shan,Loilen,Namsang,21252,2705811,0.007854207,2009
Shan,Taunggye,Ho-Pong,588,634928,9.26089e-4,2009
Shan,Loilen,Mong Nai,18199,4093616,0.004445703,2009
Shan,Loilen,Mawkmai,5942,2628229,0.002260838,2009
Shan,Loilen,Langkho,9199,2378539,0.0038675,2009
Shan,Taunggye,Hsi Hseng,1526,710602,0.002147475,2009
Shan,Taunggye,Yawunghwe,861,568544,0.001514395,2009
Shan,Loilen,Mong Pan,8273,6854533,0.001206939,2009
Shan,Mongsat,Mong Tung,39298,6347206,0.006191386,2009
Shan,Mongsat,Mong Hsat,57348,6353579,0.009026094,2009
Shan,Mongsat,Mong Ping,45523,8145835,0.0055885,2009
Shan,Loilen,Ke-Hsi,15299,2571263,0.005949994,2009
Shan,Loilen,Kunhing,27617,3172299,0.008705674,2009
Shan,Loilen,Mong Hsu,21382,1996640,0.010708991,2009
Shan,Lasho,Mong Yai,28733,2277063,0.012618448,2009
Shan,Lasho,Tangyan,46262,4429685,0.010443632,2009
Shan,Lasho,Pang-Yang,55587,5663100,0.009815649,2009
Shan,Lasho,Man Hpang,19482,1782909,0.010927086,2009
Shan,Lasho,Nampan,28885,1788168,0.016153404,2009
Shan,Kengtung,Mong Yang,35422,2588352,0.013685156,2009
Shan,Kengtung,Mongkhak,29130,2929887,0.009942363,2009
Shan,Kengtung,Keng Tung,55551,5831836,0.009525474,2009
Shan,Mongphat,Mong Hpayak,5628,2657113,0.002118088,2009
Shan,Tarchilaik,Tachilek,15928,3984122,0.00399787,2009
Shan,Mongphat,Mong Yawng,54158,5853840,0.009251705,2009
Kayin,Myawady,Myawadi,39041,3497212,0.011163464,2009
Kayin,Hpa-an,Kawkareik,5443,1317362,0.004131742,2009
Kayin,Hpa-an,Kya-In Seikkyi,44835,9289338,0.004826501,2009
Tanintharyi,Dawei,Tavoy,10169,8466131,0.001201139,2009
Tanintharyi,Mergui,Tenasserim,56343,14972035,0.0037632159999999998,2009
Tanintharyi,Dawei,Thayetchaung,7241,2491164,0.002906673,2009
Tanintharyi,Mergui,Palaw,15344,2491285,0.006159071,2009
Tanintharyi,Dawei,Launglon,3606,690083,0.005225458,2009
Tanintharyi,Dawei,Yebyu,28059,4667205,0.006011949,2009
Mon,Mawlamyine,Ye,20321,2863754,0.007095931,2009
Mon,Mawlamyine,Thanbyuzayat,18329,743340,0.024657626,2009
Ayeyarwady,Pharpon,Pyapon,2,19392,1.03135e-4,2009
Ayeyarwady,Pharpon,Bogale,19,239126,7.9456e-5,2009
Tanintharyi,Mergui,Mergui,37327,5595532,0.006670858,2009
Tanintharyi,Kawthoung,Bokpyin,47872,7611073,0.006289783,2009
Kachin,Putao,Nogmung,3875,7756426,4.99586e-4,2009
Kachin,Putao,Khawbude,4059,7109674,5.70912e-4,2009
Kachin,Putao,Machanbaw,2064,3996522,5.16449e-4,2009
Kachin,Myitkyina,Hsawlaw,7490,4348848,0.001722295,2009
Kachin,Myitkyina,Chipwi,13410,4093071,0.003276269,2009
Kachin,Putao,Sumpranbum,16259,9405444,0.00172868,2009
Kachin,Myitkyina,Njangyang,22105,6553019,0.003373254,2009
Kachin,Myitkyina,Waingmaw,92016,5889827,0.01562287,2009
Shan,Lasho,Pangwaum,24032,1237355,0.019422074,2009
Shan,Lasho,Mong Mao,33178,2145238,0.015465883,2009
Shan,Kunlong,Kunlong,2124,526927,0.004030919,2009
Shan,Lauking,Kong-Kyan,2490,862135,0.002888179,2009
Shan,Muse,Kutkai,23134,4135283,0.005594297,2009
Shan,Kunlong,Ho-Pang,18282,1408480,0.01297995,2009
Shan,Lasho,Hsenwi,15257,2017367,0.007562828,2009
Shan,Lasho,Lashio,47391,4333525,0.010935901,2009
Shan,Muse,Mu-Se,11167,1932545,0.005778391,2009
Shan,Muse,Namhkan,12918,1990221,0.006490736,2009
Kachin,Myitkyina,Myitkyina,71857,7837796,0.009168011,2009
Kachin,Bhamo,Momauk,57902,3029632,0.019111892,2009
Kachin,Myitkyina,Mogaung,10625,2400590,0.004425995,2009
Kachin,Myitkyina,Kamaing,99663,8254148,0.012074293,2009
Kachin,Myitkyina,Mohnyin,11032,7991544,0.001380459,2009
Kachin,Bhamo,Shwegu,22762,3620744,0.006286553,2009
Kachin,Bhamo,Bhamo,17218,2625746,0.006557375,2009
Sagaing,Katha,Katha,96050,2009361,0.047801266,2009
Shan,Kyaukme,Mabein,33479,5886379,0.005687537,2009
Kachin,Bhamo,Mansi,27283,3763269,0.007249814,2009
Shan,Kyaukme,Mong Mit,11416,3552712,0.00321332,2009
Shan,Kyaukme,Namtu,45882,5250164,0.008739156,2009
Shan,Kyaukme,Namhsan,5948,1216058,0.004891214,2009
Mandalay,Pyin-Oo-Lwin,Mogok,4228,1428007,0.00296077,2009
Sagaing,Katha,Tigyaing,11887,1927501,0.006167053,2009
Sagaing,Katha,Indaw,5786,1581718,0.003658048,2009
Sagaing,Katha,Kawlin,9933,1333939,0.007446367,2009
Sagaing,Katha,Wuntho,3340,951653,0.003509683,2009
Mandalay,Pyin-Oo-Lwin,Thabeikkyin,11089,2255202,0.004917076,2009
Sagaing,Shwebo,Kanbalu,23079,1267477,0.018208614,2009
Sagaing,Shwebo,Tantabin,42,38373,0.00109452,2009
Sagaing,Shwebo,Khin-U,22,15988,0.001376032,2009
Sagaing,Shwebo,Kyunhla,12014,2033078,0.005909267,2009
Sagaing,Shwebo,Taze,4154,601324,0.006908089,2009
Sagaing,Shwebo,Ye-U,10494,469719,0.022341017,2009
Sagaing,Katha,Pinlebu,18987,3995772,0.004751773,2009
Sagaing,Mawleik,Phaungbyin,7618,4061903,0.001875476,2009
Sagaing,Katha,Banmauk,10108,4469873,0.002261362,2009
Sagaing,Hkamti,Homalin,53892,13876705,0.003883631,2009
Sagaing,Hkamti,Khamti,29957,11956278,0.002505546,2009
Sagaing,Hkamti,Lashe,6437,3399951,0.001893263,2009
Sagaing,Hkamti,Lahe,31329,5607799,0.005586684,2009
Sagaing,Hkamti,Nanyun,17805,9464441,0.001881252,2009
Kachin,Myitkyina,Tanai,63776,17326417,0.003680853,2009
Kachin,Putao,Putao,8852,6765107,0.001308479,2009
Sagaing,Tamu,Tamu,10394,1883723,0.005517796,2009
Sagaing,Mawleik,Mawlaik,6947,5103451,0.001361236,2009
Sagaing,Kalemyo,Kalewa,5288,2672961,0.00197833,2009
Chin,Palam,Falam,4978,2151216,0.00231404,2009
Chin,Palam,Tiddim,16731,3233127,0.005174866,2009
Chin,Palam,Tonzang,23551,4638234,0.005077579,2009
Tanintharyi,Kawthoung,Kawthaung,73160,3140789,0.02329351,2010
Ayeyarwady,Bassein,Ngaputaw,3086,2258207,0.001366571,2010
Ayeyarwady,Myoungmya,Labutta,44,78864,5.57922e-4,2010
Ayeyarwady,Myoungmya,Myaungmya,181,225412,8.02974e-4,2010
Ayeyarwady,Myoungmya,Wakema,28,17986,0.001556766,2010
Rakhine,Maungtaw,Maungdaw,4030,1296413,0.003108577,2010
Rakhine,Buthidaung,Buthidaung,2123,2160957,9.82435e-4,2010
Rakhine,Buthidaung,Ponnagyun & Rathedaung,415,1031589,4.02292e-4,2010
Rakhine,Buthidaung,Sittwe (Akyab),0,2179,0,2010
Rakhine,Sittwe,Pauktaw,837,199933,0.004186402,2010
Rakhine,Sittwe,Myebon,145084,1624717,0.089298013,2010
Rakhine,Kyaunkpyu,Kyaukpyu,6138,587306,0.010451111,2010
Rakhine,Kyaunkpyu,An,34234,8382837,0.00408382,2010
Rakhine,Sittwe,Minbya,4094,3658938,0.001118904,2010
Rakhine,Sittwe,Mrauk-Oo,160,603619,2.65068e-4,2010
Chin,Mindat,Paletwa,8496,12225679,6.94931e-4,2010
Chin,Mindat,Kanpetlet,3193,2850034,0.001120338,2010
Rakhine,Sittwe,Kyauktaw,567,1475443,3.84291e-4,2010
Chin,Mindat,Matupi,9733,6387534,0.001523749,2010
Chin,Palam,Thlangtlang,22020,4675850,0.004709304,2010
Chin,Palam,Haka,6055,4694623,0.001289773,2010
Chin,Mindat,Mindat,7941,4717849,0.001683182,2010
Magway,Pakokku,Saw,6853,1787752,0.003833306,2010
Magway,Pakokku,Seikpyu,550,225644,0.002437468,2010
Magway,Pakokku,Pauk,3504,569137,0.00615669,2010
Magway,Pakokku,Htilin,958,930198,0.001029888,2010
Magway,Pakokku,Gangaw,2376,1661654,0.001429901,2010
Sagaing,Kalemyo,Kale,2230,2412434,9.24378e-4,2010
Sagaing,Kalemyo,Mingin,2989,3471362,8.61045e-4,2010
Sagaing,Monywa,Kani,7179,2650588,0.002708456,2010
Sagaing,Monywa,Pale,3823,673174,0.005679067,2010
Magway,Pakokku,Myaing,40,4848,0.008250825,2010
Sagaing,Monywa,Yinmabin,444,24038,0.018470755,2010
Sagaing,Monywa,Budalin,2,4327,4.62214e-4,2010
Sagaing,Monywa,Monywa,0,709,0,2010
Sagaing,Monywa,Salingyi,12,1731,0.006932409,2010
Magway,Pakokku,Yesagyo,17,2253,0.007545495,2010
Magway,Pakokku,Pakokku,11,975,0.011282051,2010
Mandalay,Myingyan,Nyaungu,1,308,0.003246753,2010
Mandalay,Myingyan,Kyaukpadaung,67,76372,8.77285e-4,2010
Magway,Magwe Minbu,Chauk,2,338,0.00591716,2010
Magway,Minbu,Salin,1209,464085,0.002605126,2010
Magway,Magwe Minbu,Yenangyaung,0,111,0,2010
Magway,Magwe Minbu,Magwe,0,150,0,2010
Magway,Minbu,Minbu (Sagu),478,93038,0.005137686,2010
Magway,Minbu,Pwinbyu,398,209815,0.001896909,2010
Magway,Minbu,Sidoktaya,4756,2863453,0.001660932,2010
Magway,Minbu,Ngape,1968,880920,0.002234028,2010
Magway,Thayetmyo,Minhla,1915,720876,0.00265649,2010
Magway,Thayetmyo,Mindon,2245,2155693,0.001041428,2010
Magway,Thayetmyo,Sinbaungwe (Tantabin),1733,191828,0.009034135,2010
Magway,Thayetmyo,Thayet,286,131013,0.002182989,2010
Magway,Thayetmyo,Kama,1323,608776,0.002173213,2010
Rakhine,Thandwe,Taungup,44792,5478524,0.008175925,2010
Rakhine,Thandwe,Arakan (Sandoway),5481,4649772,0.001178767,2010
Bago,Pyay,Padaung,822,1760537,4.66903e-4,2010
Bago,Pyay,Shwedaung,84,50887,0.001650716,2010
Ayeyarwady,Hinthada,Kyangin,385,470713,8.17908e-4,2010
Ayeyarwady,Hinthada,Myanaung,297,694854,4.27428e-4,2010
Ayeyarwady,Hinthada,Ingapu,421,875065,4.81107e-4,2010
Rakhine,Thandwe,Gwa,4334,3113144,0.001392162,2010
Rakhine,Kyaunkpyu,Man Aung,31,252183,1.22927e-4,2010
Rakhine,Kyaunkpyu,Ramree,6450,917803,0.007027652,2010
Ayeyarwady,Bassein,Bassein West,9871,1121269,0.008803418,2010
Ayeyarwady,Bassein,Thabaung,3137,1591547,0.001971038,2010
Ayeyarwady,Hinthada,Lemyethna,159,585055,2.71769e-4,2010
Ayeyarwady,Bassein,Yegyi,108,453532,2.38131e-4,2010
Ayeyarwady,Bassein,Kyonpyaw,9,87870,1.02424e-4,2010
Ayeyarwady,Bassein,Kyaunggon,12,20394,5.88408e-4,2010
Ayeyarwady,Myoungmya,Einme,3,32902,9.11799e-5,2010
Ayeyarwady,Myoungmya,Moulmeingyun,11,10347,0.00106311,2010
Ayeyarwady,Maubin,Pantanaw,314,136447,0.00230126,2010
Ayeyarwady,Pharpon,Kyaiklat,23,24235,9.49041e-4,2010
Ayeyarwady,Maubin,Ma-Ubin,17,20191,8.41959e-4,2010
Ayeyarwady,Maubin,Irrawaddy,16,25431,6.29153e-4,2010
Ayeyarwady,Maubin,Yandoon,43,58093,7.40192e-4,2010
Ayeyarwady,Maubin,Danubyu,10,46895,2.13242e-4,2010
Yangon,Yangon-N,Taikkyi,12,29022,4.13479e-4,2010
Ayeyarwady,Hinthada,Henzada,12,76335,1.57202e-4,2010
Ayeyarwady,Hinthada,Danubyu,5,56837,8.79709e-5,2010
Bago,Thayarwady,Minhla,1081,1072069,0.001008331,2010
Ayeyarwady,Hinthada,Zalun,37,40527,9.12972e-4,2010
Bago,Thayarwady,Monyo,12,17778,6.74992e-4,2010
Bago,Thayarwady,Tharrawaddy,5,19361,2.58251e-4,2010
Yangon,Yangon-N,Hmawbi,1064,738893,0.001439992,2010
Yangon,Yangon-N,Hlegu,2422,867395,0.002792269,2010
Bago,Thayarwady,Letpatan,732,609211,0.001201554,2010
Bago,Pegu,Bago (Pegu),11677,2458344,0.004749945,2010
Bago,Pegu,Kyauktaga,7682,2811773,0.002732084,2010
Bago,Pegu,Daik-U,5040,467487,0.010781048,2010
Bago,Pegu,Kawa,0,15215,0,2010
Yangon,Yangon-S,Kayan,0,4798,0,2010
Yangon,Yangon-S,Syriam,28,2559,0.010941774,2010
Yangon,Yangon-E,Yangon (Rangoon),4,2381,0.001679966,2010
Yangon,Yangon-W,Yangon (Rangoon),10,5167,0.001935359,2010
Yangon,Yangon-N,Htantabin,0,3599,0,2010
Yangon,Yangon-S,Insein,32,11756,0.002722014,2010
Yangon,Yangon-S,Kawkhmu,713,185181,0.003850287,2010
Ayeyarwady,Pharpon,Dedaye,14,13432,0.001042287,2010
Yangon,Yangon-S,Kungyangon,653,64359,0.010146211,2010
Yangon,Yangon-S,Kyauktan,24,3667,0.0065448599999999996,2010
Yangon,Yangon-S,Thongwa,0,2050,0,2010
Bago,Pegu,Thanatpin,2,9451,2.11618e-4,2010
Mon,Thaton,Bilin,7236,1877036,0.003855014,2010
Mon,Thaton,Paung,1800,240921,0.007471329,2010
Mon,Mawlamyine,Chaungzon,602,57547,0.010461014,2010
Mon,Mawlamyine,Moulmein,69,15320,0.004503916,2010
Mon,Mawlamyine,Mudon,3988,257485,0.015488281,2010
Mon,Mawlamyine,Kyaikmaraw,10390,556959,0.018654874,2010
Kayin,Kawkareik,Pa-An,14619,1419591,0.010298037,2010
Mon,Thaton,Thaton,3569,631416,0.005652375,2010
Kayin,Kawkareik,Hlaingbwe,23746,4235041,0.00560703,2010
Mon,Thaton,Kyaikto,9454,871958,0.010842265,2010
Bago,Pegu,Shwegyin,15700,2804952,0.005597244,2010
Kayin,Kawkareik,Papun,50007,8723762,0.005732275,2010
Bago,Pegu,Nyaungiebin,25,21410,0.001167679,2010
Bago,Pegu,Waw,24,16993,0.001412346,2010
Bago,Taungoo,Pyu,1566,1819751,8.60557e-4,2010
Bago,Taungoo,Kyaukki,8884,2323858,0.003822953,2010
Bago,Taungoo,Oktwin,2683,1286045,0.002086241,2010
Bago,Taungoo,Tantabin,2348,143523,0.016359747,2010
Kayin,Kawkareik,Thandaung,12581,4749629,0.002648838,2010
Kayah,Bawlake,Pasawng,7600,4227571,0.001797723,2010
Kayah,Bawlake,Bawlakhe,6553,2291745,0.002859393,2010
Kayah,Loikaw,Hsataw,1909,2785146,6.85422e-4,2010
Kayah,Loikaw,Loi-Kaw,1804,753318,0.002394739,2010
Kayah,Loikaw,Dimawhso,909,628872,0.001445445,2010
Kayah,Loikaw,Phruhso,6062,1775508,0.003414234,2010
Shan,Taunggye,Pekhon,8554,1490498,0.005739021,2010
Bago,Taungoo,Thoungoo,5588,1777331,0.00314404,2010
Bago,Taungoo,Yedashe,15544,2479131,0.006269939,2010
Mandalay,Yamethin,Pyinmana,6359,1787922,0.003556643,2010
Mandalay,Yamethin,Lewe,11745,1354456,0.008671378,2010
Magway,Thayetmyo,Myayde (Aunglan),977,732273,0.001334202,2010
Bago,Pyay,Paukkaung,3939,992210,0.003969926,2010
Bago,Pyay,Thegon,777,207321,0.003747811,2010
Bago,Thayarwady,Nattalin,4217,810129,0.005205344,2010
Bago,Thayarwady,Okpo,943,695350,0.001356152,2010
Bago,Thayarwady,Gyobingauk,904,413210,0.00218775,2010
Bago,Pyay,Paungde,3,4309,6.96217e-4,2010
Bago,Pyay,Prome,55,16598,0.003313652,2010
Bago,Thayarwady,Zigon,3,10018,2.99461e-4,2010
Magway,Magwe Minbu,Taungdwingyi,5364,311124,0.017240714,2010
Magway,Magwe Minbu,Myothit,3781,154590,0.024458244,2010
Naypyitaw,Naypyitaw,Pyinmana,800,2581,0.309957381,2010
Mandalay,Yamethin,Tatkon,5183,1412850,0.003668472,2010
Shan,Taunggye,Pinlaung,7882,2745409,0.002870975,2010
Mandalay,Yamethin,Yamethin,1338,938041,0.001426377,2010
Magway,Magwe Minbu,Natmauk,3,2017,0.001487357,2010
Mandalay,Meiktila,Pyawbwe,397,530877,7.47819e-4,2010
Mandalay,Meiktila,Thazi,3229,774816,0.004167441,2010
Shan,Taunggye,Ye-Ngan,4569,3292535,0.001387685,2010
Mandalay,Meiktila,Wudwin,45,68050,6.61278e-4,2010
Mandalay,Meiktila,Meiktila,1,268,0.003731343,2010
Mandalay,Myingyan,Mahlaing,1,2501,3.9984e-4,2010
Mandalay,Myingyan,Taungtha,0,1322,0,2010
Mandalay,Myingyan,Myingyan,5,766,0.006527415,2010
Mandalay,Myingyan,Natogyi,2,1521,0.001314924,2010
Sagaing,Sagaing,Ngazun,0,727,0,2010
Sagaing,Sagaing,Myaung,0,257,0,2010
Sagaing,Monywa,Chaung-U,2,1076,0.001858736,2010
Sagaing,Sagaing,Myinmu,1,79,0.012658228,2010
Sagaing,Monywa,Ayadaw,14,384,0.036458333,2010
Sagaing,Shwebo,Tabayin,511,18864,0.027088634,2010
Sagaing,Shwebo,Wetlet,3,1306,0.00229709,2010
Sagaing,Shwebo,Shwebo,7,2448,0.002859477,2010
Sagaing,Sagaing,Sagaing,1,2838,3.52361e-4,2010
Mandalay,Kyaukse,Tada-U,0,1418,0,2010
Mandalay,Kyaukse,Singaing,3,35339,8.4892e-5,2010
Mandalay,Mandalay,Amarapura,21,1298,0.016178737,2010
Mandalay,Mandalay,Mandalay,8,759,0.010540184,2010
Mandalay,Pyin-Oo-Lwin,Madaya,408,517533,7.88356e-4,2010
Mandalay,Pyin-Oo-Lwin,Singu,1410,1059228,0.001331158,2010
Mandalay,Mandalay,Patheingyi,924,469015,0.001970086,2010
Shan,Kyaukme,Nawnghkio,12247,2475471,0.004947341,2010
Mandalay,Mandalay,Maymyo,3672,919092,0.003995247,2010
Mandalay,Kyaukse,Kyaukse,1310,1366996,9.58306e-4,2010
Mandalay,Kyaukse,Myitha,36,115120,3.12717e-4,2010
Shan,Taunggye,Lawksawk,18637,4144348,0.004496968,2010
Shan,Taunggye,Pindaya,89,71922,0.001237452,2010
Shan,Taunggye,Kalaw,1379,585632,0.002354721,2010
Shan,Taunggye,Taunggyi,1728,406002,0.004256137,2010
Shan,Loilen,Mong Kung,27028,6101647,0.004429624,2010
Shan,Kyaukme,Kyaukme,22614,4615178,0.004899919,2010
Shan,Kyaukme,Hsipaw,33646,4373379,0.007693365,2010
Shan,Loilen,Lai-Hka,5786,2042627,0.002832627,2010
Shan,Loilen,Loi Lem,3303,897848,0.003678796,2010
Shan,Loilen,Namsang,13777,2705811,0.005091634,2010
Shan,Taunggye,Ho-Pong,1625,634928,0.002559345,2010
Shan,Loilen,Mong Nai,15756,4093616,0.00384892,2010
Shan,Loilen,Mawkmai,5727,2628229,0.002179034,2010
Shan,Loilen,Langkho,3430,2378539,0.001442062,2010
Shan,Taunggye,Hsi Hseng,3079,710602,0.004332946,2010
Shan,Taunggye,Yawunghwe,1120,568544,0.001969944,2010
Shan,Loilen,Mong Pan,5677,6854533,8.28211e-4,2010
Shan,Mongsat,Mong Tung,11349,6347206,0.001788031,2010
Shan,Mongsat,Mong Hsat,14029,6353579,0.002208047,2010
Shan,Mongsat,Mong Ping,22694,8145835,0.002785964,2010
Shan,Loilen,Ke-Hsi,9335,2571263,0.003630512,2010
Shan,Loilen,Kunhing,15506,3172299,0.004887938,2010
Shan,Loilen,Mong Hsu,14756,1996640,0.007390416,2010
Shan,Lasho,Mong Yai,14574,2277063,0.00640035,2010
Shan,Lasho,Tangyan,26001,4429685,0.005869718,2010
Shan,Lasho,Pang-Yang,53850,5663100,0.009508926,2010
Shan,Lasho,Man Hpang,14453,1782909,0.008106415,2010
Shan,Lasho,Nampan,20083,1788168,0.011231048,2010
Shan,Kengtung,Mong Yang,20581,2588352,0.007951391,2010
Shan,Kengtung,Mongkhak,11823,2929887,0.004035309,2010
Shan,Kengtung,Keng Tung,28517,5831836,0.004889884,2010
Shan,Mongphat,Mong Hpayak,3344,2657113,0.001258509,2010
Shan,Tarchilaik,Tachilek,13339,3984122,0.00334804,2010
Shan,Mongphat,Mong Yawng,53338,5853840,0.009111626,2010
Kayin,Myawady,Myawadi,59212,3497212,0.016931201,2010
Kayin,Hpa-an,Kawkareik,2746,1317362,0.002084469,2010
Kayin,Hpa-an,Kya-In Seikkyi,57821,9289338,0.006224448,2010
Tanintharyi,Dawei,Tavoy,20593,8466131,0.002432398,2010
Tanintharyi,Mergui,Tenasserim,48039,14972035,0.003208582,2010
Tanintharyi,Dawei,Thayetchaung,11500,2491164,0.004616316,2010
Tanintharyi,Mergui,Palaw,25397,2491285,0.010194337,2010
Tanintharyi,Dawei,Launglon,4323,690083,0.006264464,2010
Tanintharyi,Dawei,Yebyu,26617,4667205,0.005702985,2010
Mon,Mawlamyine,Ye,26594,2863754,0.009286412,2010
Mon,Mawlamyine,Thanbyuzayat,19939,743340,0.026823526,2010
Ayeyarwady,Pharpon,Pyapon,4,19392,2.06271e-4,2010
Ayeyarwady,Pharpon,Bogale,35,239126,1.46366e-4,2010
Tanintharyi,Mergui,Mergui,28545,5595532,0.005101392,2010
Tanintharyi,Kawthoung,Bokpyin,23794,7611073,0.003126235,2010
Kachin,Putao,Nogmung,2119,7756426,2.73193e-4,2010
Kachin,Putao,Khawbude,2996,7109674,4.21398e-4,2010
Kachin,Putao,Machanbaw,1227,3996522,3.07017e-4,2010
Kachin,Myitkyina,Hsawlaw,10597,4348848,0.002436737,2010
Kachin,Myitkyina,Chipwi,8367,4093071,0.002044186,2010
Kachin,Putao,Sumpranbum,6519,9405444,6.93109e-4,2010
Kachin,Myitkyina,Njangyang,10639,6553019,0.001623526,2010
Kachin,Myitkyina,Waingmaw,44905,5889827,0.007624163,2010
Shan,Lasho,Pangwaum,12092,1237355,0.009772458,2010
Shan,Lasho,Mong Mao,20045,2145238,0.009343952,2010
Shan,Kunlong,Kunlong,1354,526927,0.002569616,2010
Shan,Lauking,Kong-Kyan,1518,862135,0.001760745,2010
Shan,Muse,Kutkai,16919,4135283,0.004091377,2010
Shan,Kunlong,Ho-Pang,13446,1408480,0.009546461,2010
Shan,Lasho,Hsenwi,12553,2017367,0.006222467,2010
Shan,Lasho,Lashio,23746,4333525,0.005479604,2010
Shan,Muse,Mu-Se,6436,1932545,0.003330323,2010
Shan,Muse,Namhkan,9101,1990221,0.004572859,2010
Kachin,Myitkyina,Myitkyina,27975,7837796,0.003569243,2010
Kachin,Bhamo,Momauk,18482,3029632,0.006100411,2010
Kachin,Myitkyina,Mogaung,4840,2400590,0.002016171,2010
Kachin,Myitkyina,Kamaing,67629,8254148,0.008193335,2010
Kachin,Myitkyina,Mohnyin,9763,7991544,0.001221666,2010
Kachin,Bhamo,Shwegu,11390,3620744,0.003145762,2010
Kachin,Bhamo,Bhamo,7065,2625746,0.002690664,2010
Sagaing,Katha,Katha,50559,2009361,0.025161731,2010
Shan,Kyaukme,Mabein,15494,5886379,0.002632178,2010
Kachin,Bhamo,Mansi,14262,3763269,0.00378979,2010
Shan,Kyaukme,Mong Mit,10716,3552712,0.003016287,2010
Shan,Kyaukme,Namtu,34954,5250164,0.006657697,2010
Shan,Kyaukme,Namhsan,4301,1216058,0.003536838,2010
Mandalay,Pyin-Oo-Lwin,Mogok,2255,1428007,0.001579124,2010
Sagaing,Katha,Tigyaing,10116,1927501,0.005248246,2010
Sagaing,Katha,Indaw,9904,1581718,0.006261546,2010
Sagaing,Katha,Kawlin,4485,1333939,0.003362223,2010
Sagaing,Katha,Wuntho,1757,951653,0.001846261,2010
Mandalay,Pyin-Oo-Lwin,Thabeikkyin,7589,2255202,0.003365109,2010
Sagaing,Shwebo,Kanbalu,11508,1267477,0.009079455,2010
Sagaing,Shwebo,Tantabin,21,38373,5.4726e-4,2010
