region,district,township,loss,treecover2000,percentloss,year
Ayeyarwady,Bassein,Ngaputaw,1961,2258207,8.68388e-4,2005
Ayeyarwady,Myoungmya,Labutta,37,78864,4.69162e-4,2005
Ayeyarwady,Myoungmya,Myaungmya,34,225412,1.50835e-4,2005
Ayeyarwady,Myoungmya,Wakema,28,17986,0.001556766,2005
Rakhine,Maungtaw,Maungdaw,3066,1296413,0.002364987,2005
Rakhine,Buthidaung,Buthidaung,2573,2160957,0.001190676,2005
Rakhine,Buthidaung,Ponnagyun & Rathedaung,1946,1031589,0.00188641,2005
Rakhine,Buthidaung,Sittwe (Akyab),2,2179,9.17852e-4,2005
Rakhine,Sittwe,Pauktaw,264,199933,0.001320442,2005
Rakhine,Sittwe,Myebon,7694,1624717,0.004735594,2005
Rakhine,Kyaunkpyu,Kyaukpyu,2190,587306,0.003728891,2005
Rakhine,Kyaunkpyu,An,19473,8382837,0.002322961,2005
Rakhine,Sittwe,Minbya,3130,3658938,8.55439e-4,2005
Rakhine,Sittwe,Mrauk-Oo,500,603619,8.28337e-4,2005
Chin,Mindat,Paletwa,10614,12225679,8.68173e-4,2005
Chin,Mindat,Kanpetlet,3833,2850034,0.001344896,2005
Rakhine,Sittwe,Kyauktaw,1097,1475443,7.43506e-4,2005
Chin,Mindat,Matupi,5067,6387534,7.93264e-4,2005
Chin,Palam,Thlangtlang,20173,4675850,0.004314296,2005
Chin,Palam,Haka,6155,4694623,0.001311074,2005
Chin,Mindat,Mindat,9456,4717849,0.002004303,2005
Magway,Pakokku,Saw,9187,1787752,0.005138856,2005
Magway,Pakokku,Seikpyu,705,225644,0.003124391,2005
Magway,Pakokku,Pauk,4592,569137,0.008068356,2005
Magway,Pakokku,Htilin,610,930198,6.55774e-4,2005
Magway,Pakokku,Gangaw,3921,1661654,0.002359697,2005
Sagaing,Kalemyo,Kale,2827,2412434,0.001171846,2005
Sagaing,Kalemyo,Mingin,2047,3471362,5.89682e-4,2005
Sagaing,Monywa,Kani,4036,2650588,0.001522681,2005
Sagaing,Monywa,Pale,2910,673174,0.004322805,2005
Magway,Pakokku,Myaing,34,4848,0.007013201,2005
Sagaing,Monywa,Yinmabin,233,24038,0.009692986,2005
Sagaing,Monywa,Budalin,4,4327,9.24428e-4,2005
Sagaing,Monywa,Monywa,0,709,0,2005
Sagaing,Monywa,Salingyi,2,1731,0.001155402,2005
Magway,Pakokku,Yesagyo,16,2253,0.007101642,2005
Magway,Pakokku,Pakokku,4,975,0.004102564,2005
Mandalay,Myingyan,Nyaungu,0,308,0,2005
Mandalay,Myingyan,Kyaukpadaung,5,76372,6.5469e-5,2005
Magway,Magwe Minbu,Chauk,2,338,0.00591716,2005
Magway,Minbu,Salin,1185,464085,0.002553412,2005
Magway,Magwe Minbu,Yenangyaung,2,111,0.018018018,2005
Magway,Magwe Minbu,Magwe,1,150,0.006666667,2005
Magway,Minbu,Minbu (Sagu),360,93038,0.003869387,2005
Magway,Minbu,Pwinbyu,562,209815,0.00267855,2005
Magway,Minbu,Sidoktaya,5863,2863453,0.002047528,2005
Magway,Minbu,Ngape,1378,880920,0.001564274,2005
Magway,Thayetmyo,Minhla,1831,720876,0.002539965,2005
Magway,Thayetmyo,Mindon,2932,2155693,0.001360119,2005
Magway,Thayetmyo,Sinbaungwe (Tantabin),450,191828,0.002345851,2005
Magway,Thayetmyo,Thayet,281,131013,0.002144825,2005
Magway,Thayetmyo,Kama,417,608776,6.84981e-4,2005
Rakhine,Thandwe,Taungup,10136,5478524,0.001850133,2005
Rakhine,Thandwe,Arakan (Sandoway),2284,4649772,4.91207e-4,2005
Bago,Pyay,Padaung,391,1760537,2.22091e-4,2005
Bago,Pyay,Shwedaung,19,50887,3.73376e-4,2005
Ayeyarwady,Hinthada,Kyangin,271,470713,5.75722e-4,2005
Ayeyarwady,Hinthada,Myanaung,200,694854,2.8783e-4,2005
Ayeyarwady,Hinthada,Ingapu,171,875065,1.95414e-4,2005
Rakhine,Thandwe,Gwa,5378,3113144,0.001727514,2005
Rakhine,Kyaunkpyu,Man Aung,39,252183,1.5465e-4,2005
Rakhine,Kyaunkpyu,Ramree,3422,917803,0.003728469,2005
Ayeyarwady,Bassein,Bassein West,8197,1121269,0.007310467,2005
Ayeyarwady,Bassein,Thabaung,4429,1591547,0.002782827,2005
Ayeyarwady,Hinthada,Lemyethna,179,585055,3.05954e-4,2005
Ayeyarwady,Bassein,Yegyi,122,453532,2.69e-4,2005
Ayeyarwady,Bassein,Kyonpyaw,8,87870,9.10436e-5,2005
Ayeyarwady,Bassein,Kyaunggon,12,20394,5.88408e-4,2005
Ayeyarwady,Myoungmya,Einme,1,32902,3.03933e-5,2005
Ayeyarwady,Myoungmya,Moulmeingyun,1,10347,9.66464e-5,2005
Ayeyarwady,Maubin,Pantanaw,57,136447,4.17745e-4,2005
Ayeyarwady,Pharpon,Kyaiklat,14,24235,5.77677e-4,2005
Ayeyarwady,Maubin,Ma-Ubin,20,20191,9.9054e-4,2005
Ayeyarwady,Maubin,Irrawaddy,17,25431,6.68475e-4,2005
Ayeyarwady,Maubin,Yandoon,13,58093,2.23779e-4,2005
Ayeyarwady,Maubin,Danubyu,6,46895,1.27945e-4,2005
Yangon,Yangon-N,Taikkyi,1,29022,3.44566e-5,2005
Ayeyarwady,Hinthada,Henzada,0,76335,0,2005
Ayeyarwady,Hinthada,Danubyu,2,56837,3.51883e-5,2005
Bago,Thayarwady,Minhla,376,1072069,3.50724e-4,2005
Ayeyarwady,Hinthada,Zalun,29,40527,7.15572e-4,2005
Bago,Thayarwady,Monyo,2,17778,1.12499e-4,2005
Bago,Thayarwady,Tharrawaddy,6,19361,3.09901e-4,2005
Yangon,Yangon-N,Hmawbi,1246,738893,0.001686306,2005
Yangon,Yangon-N,Hlegu,1357,867395,0.001564454,2005
Bago,Thayarwady,Letpatan,381,609211,6.25399e-4,2005
Bago,Pegu,Bago (Pegu),3313,2458344,0.001347655,2005
Bago,Pegu,Kyauktaga,3283,2811773,0.001167591,2005
Bago,Pegu,Daik-U,1521,467487,0.003253566,2005
Bago,Pegu,Kawa,1,15215,6.57246e-5,2005
Yangon,Yangon-S,Kayan,0,4798,0,2005
Yangon,Yangon-S,Syriam,0,2559,0,2005
Yangon,Yangon-E,Yangon (Rangoon),7,2381,0.002939941,2005
Yangon,Yangon-W,Yangon (Rangoon),23,5167,0.004451326,2005
Yangon,Yangon-N,Htantabin,0,3599,0,2005
Yangon,Yangon-S,Insein,24,11756,0.002041511,2005
Yangon,Yangon-S,Kawkhmu,801,185181,0.004325498,2005
Ayeyarwady,Pharpon,Dedaye,0,13432,0,2005
Yangon,Yangon-S,Kungyangon,210,64359,0.003262947,2005
Yangon,Yangon-S,Kyauktan,2,3667,5.45405e-4,2005
Yangon,Yangon-S,Thongwa,0,2050,0,2005
Bago,Pegu,Thanatpin,1,9451,1.05809e-4,2005
Mon,Thaton,Bilin,2431,1877036,0.001295127,2005
Mon,Thaton,Paung,654,240921,0.002714583,2005
Mon,Mawlamyine,Chaungzon,20,57547,3.47542e-4,2005
Mon,Mawlamyine,Moulmein,6,15320,3.91645e-4,2005
Mon,Mawlamyine,Mudon,1445,257485,0.005611977,2005
Mon,Mawlamyine,Kyaikmaraw,697,556959,0.001251439,2005
Kayin,Kawkareik,Pa-An,2087,1419591,0.001470142,2005
Mon,Thaton,Thaton,469,631416,7.42775e-4,2005
Kayin,Kawkareik,Hlaingbwe,7025,4235041,0.00165878,2005
Mon,Thaton,Kyaikto,1053,871958,0.001207627,2005
Bago,Pegu,Shwegyin,4258,2804952,0.00151803,2005
Kayin,Kawkareik,Papun,7964,8723762,9.12909e-4,2005
Bago,Pegu,Nyaungiebin,8,21410,3.73657e-4,2005
Bago,Pegu,Waw,9,16993,5.2963e-4,2005
Bago,Taungoo,Pyu,1275,1819751,7.00645e-4,2005
Bago,Taungoo,Kyaukki,1663,2323858,7.1562e-4,2005
Bago,Taungoo,Oktwin,1231,1286045,9.57198e-4,2005
Bago,Taungoo,Tantabin,204,143523,0.001421375,2005
Kayin,Kawkareik,Thandaung,7655,4749629,0.001611705,2005
Kayah,Bawlake,Pasawng,586,4227571,1.38614e-4,2005
Kayah,Bawlake,Bawlakhe,936,2291745,4.08422e-4,2005
Kayah,Loikaw,Hsataw,90,2785146,3.23143e-5,2005
Kayah,Loikaw,Loi-Kaw,215,753318,2.85404e-4,2005
Kayah,Loikaw,Dimawhso,88,628872,1.39933e-4,2005
Kayah,Loikaw,Phruhso,1774,1775508,9.99151e-4,2005
Shan,Taunggye,Pekhon,2455,1490498,0.0016471,2005
Bago,Taungoo,Thoungoo,1688,1777331,9.49739e-4,2005
Bago,Taungoo,Yedashe,4642,2479131,0.00187243,2005
Mandalay,Yamethin,Pyinmana,3424,1787922,0.001915072,2005
Mandalay,Yamethin,Lewe,3342,1354456,0.002467411,2005
Magway,Thayetmyo,Myayde (Aunglan),487,732273,6.65053e-4,2005
Bago,Pyay,Paukkaung,1086,992210,0.001094526,2005
Bago,Pyay,Thegon,206,207321,9.93628e-4,2005
Bago,Thayarwady,Nattalin,475,810129,5.86326e-4,2005
Bago,Thayarwady,Okpo,344,695350,4.94715e-4,2005
Bago,Thayarwady,Gyobingauk,303,413210,7.33283e-4,2005
Bago,Pyay,Paungde,2,4309,4.64145e-4,2005
Bago,Pyay,Prome,18,16598,0.001084468,2005
Bago,Thayarwady,Zigon,0,10018,0,2005
Magway,Magwe Minbu,Taungdwingyi,2041,311124,0.006560085,2005
Magway,Magwe Minbu,Myothit,960,154590,0.006209975,2005
Naypyitaw,Naypyitaw,Pyinmana,335,2581,0.129794653,2005
Mandalay,Yamethin,Tatkon,1620,1412850,0.001146619,2005
Shan,Taunggye,Pinlaung,1659,2745409,6.04282e-4,2005
Mandalay,Yamethin,Yamethin,627,938041,6.68414e-4,2005
Magway,Magwe Minbu,Natmauk,0,2017,0,2005
Mandalay,Meiktila,Pyawbwe,113,530877,2.12855e-4,2005
Mandalay,Meiktila,Thazi,438,774816,5.65296e-4,2005
Shan,Taunggye,Ye-Ngan,2286,3292535,6.94298e-4,2005
Mandalay,Meiktila,Wudwin,36,68050,5.29023e-4,2005
Mandalay,Meiktila,Meiktila,0,268,0,2005
Mandalay,Myingyan,Mahlaing,1,2501,3.9984e-4,2005
Mandalay,Myingyan,Taungtha,1,1322,7.5643e-4,2005
Mandalay,Myingyan,Myingyan,2,766,0.002610966,2005
Mandalay,Myingyan,Natogyi,3,1521,0.001972387,2005
Sagaing,Sagaing,Ngazun,0,727,0,2005
Sagaing,Sagaing,Myaung,1,257,0.003891051,2005
Sagaing,Monywa,Chaung-U,2,1076,0.001858736,2005
Sagaing,Sagaing,Myinmu,6,79,0.075949367,2005
Sagaing,Monywa,Ayadaw,17,384,0.044270833,2005
Sagaing,Shwebo,Tabayin,364,18864,0.019296014,2005
Sagaing,Shwebo,Wetlet,5,1306,0.003828484,2005
Sagaing,Shwebo,Shwebo,11,2448,0.004493464,2005
Sagaing,Sagaing,Sagaing,6,2838,0.002114165,2005
Mandalay,Kyaukse,Tada-U,2,1418,0.001410437,2005
Mandalay,Kyaukse,Singaing,14,35339,3.96163e-4,2005
Mandalay,Mandalay,Amarapura,4,1298,0.003081664,2005
Mandalay,Mandalay,Mandalay,2,759,0.002635046,2005
Mandalay,Pyin-Oo-Lwin,Madaya,255,517533,4.92722e-4,2005
Mandalay,Pyin-Oo-Lwin,Singu,1451,1059228,0.001369866,2005
Mandalay,Mandalay,Patheingyi,337,469015,7.18527e-4,2005
Shan,Kyaukme,Nawnghkio,6945,2475471,0.002805527,2005
Mandalay,Mandalay,Maymyo,995,919092,0.00108259,2005
Mandalay,Kyaukse,Kyaukse,851,1366996,6.22533e-4,2005
Mandalay,Kyaukse,Myitha,32,115120,2.77971e-4,2005
Shan,Taunggye,Lawksawk,6779,4144348,0.001635722,2005
Shan,Taunggye,Pindaya,21,71922,2.91983e-4,2005
Shan,Taunggye,Kalaw,447,585632,7.63278e-4,2005
Shan,Taunggye,Taunggyi,236,406002,5.81278e-4,2005
Shan,Loilen,Mong Kung,1781,6101647,2.91888e-4,2005
Shan,Kyaukme,Kyaukme,11787,4615178,0.002553964,2005
Shan,Kyaukme,Hsipaw,12244,4373379,0.002799666,2005
Shan,Loilen,Lai-Hka,371,2042627,1.81629e-4,2005
Shan,Loilen,Loi Lem,4,897848,4.4551e-6,2005
Shan,Loilen,Namsang,1055,2705811,3.89902e-4,2005
Shan,Taunggye,Ho-Pong,129,634928,2.03173e-4,2005
Shan,Loilen,Mong Nai,1583,4093616,3.867e-4,2005
Shan,Loilen,Mawkmai,493,2628229,1.87579e-4,2005
Shan,Loilen,Langkho,1087,2378539,4.57003e-4,2005
Shan,Taunggye,Hsi Hseng,472,710602,6.64226e-4,2005
Shan,Taunggye,Yawunghwe,167,568544,2.93733e-4,2005
Shan,Loilen,Mong Pan,6824,6854533,9.95546e-4,2005
Shan,Mongsat,Mong Tung,9525,6347206,0.00150066,2005
Shan,Mongsat,Mong Hsat,12237,6353579,0.001926001,2005
Shan,Mongsat,Mong Ping,18097,8145835,0.002221626,2005
Shan,Loilen,Ke-Hsi,1588,2571263,6.17595e-4,2005
Shan,Loilen,Kunhing,5634,3172299,0.001775999,2005
Shan,Loilen,Mong Hsu,1971,1996640,9.87158e-4,2005
Shan,Lasho,Mong Yai,4884,2277063,0.002144868,2005
Shan,Lasho,Tangyan,6632,4429685,0.001497172,2005
Shan,Lasho,Pang-Yang,27650,5663100,0.004882485,2005
Shan,Lasho,Man Hpang,6810,1782909,0.0038196,2005
Shan,Lasho,Nampan,8229,1788168,0.004601917,2005
Shan,Kengtung,Mong Yang,12689,2588352,0.004902347,2005
Shan,Kengtung,Mongkhak,10619,2929887,0.003624372,2005
Shan,Kengtung,Keng Tung,20510,5831836,0.003516903,2005
Shan,Mongphat,Mong Hpayak,1639,2657113,6.16835e-4,2005
Shan,Tarchilaik,Tachilek,6401,3984122,0.001606628,2005
Shan,Mongphat,Mong Yawng,13278,5853840,0.002268255,2005
Kayin,Myawady,Myawadi,6463,3497212,0.001848044,2005
Kayin,Hpa-an,Kawkareik,1001,1317362,7.59852e-4,2005
Kayin,Hpa-an,Kya-In Seikkyi,10005,9289338,0.001077041,2005
Tanintharyi,Dawei,Tavoy,9803,8466131,0.001157908,2005
Tanintharyi,Mergui,Tenasserim,67821,14972035,0.004529845,2005
Tanintharyi,Dawei,Thayetchaung,4328,2491164,0.00173734,2005
Tanintharyi,Mergui,Palaw,14669,2491285,0.005888126,2005
Tanintharyi,Dawei,Launglon,1097,690083,0.001589664,2005
Tanintharyi,Dawei,Yebyu,12881,4667205,0.002759896,2005
Mon,Mawlamyine,Ye,3010,2863754,0.001051068,2005
Mon,Mawlamyine,Thanbyuzayat,6855,743340,0.00922189,2005
Ayeyarwady,Pharpon,Pyapon,2,19392,1.03135e-4,2005
Ayeyarwady,Pharpon,Bogale,18,239126,7.52741e-5,2005
Tanintharyi,Mergui,Mergui,22714,5595532,0.00405931,2005
Tanintharyi,Kawthoung,Bokpyin,52750,7611073,0.006930692,2005
Kachin,Putao,Nogmung,2813,7756426,3.62667e-4,2005
Kachin,Putao,Khawbude,1881,7109674,2.64569e-4,2005
Kachin,Putao,Machanbaw,2416,3996522,6.04526e-4,2005
Kachin,Myitkyina,Hsawlaw,6246,4348848,0.001436242,2005
Kachin,Myitkyina,Chipwi,6854,4093071,0.001674537,2005
Kachin,Putao,Sumpranbum,16394,9405444,0.001743033,2005
Kachin,Myitkyina,Njangyang,14936,6553019,0.002279255,2005
Kachin,Myitkyina,Waingmaw,34196,5889827,0.005805943,2005
Shan,Lasho,Pangwaum,4807,1237355,0.0038849,2005
Shan,Lasho,Mong Mao,8305,2145238,0.003871365,2005
Shan,Kunlong,Kunlong,505,526927,9.58387e-4,2005
Shan,Lauking,Kong-Kyan,699,862135,8.10778e-4,2005
Shan,Muse,Kutkai,6929,4135283,0.001675581,2005
Shan,Kunlong,Ho-Pang,2016,1408480,0.00143133,2005
Shan,Lasho,Hsenwi,4606,2017367,0.002283174,2005
Shan,Lasho,Lashio,8332,4333525,0.001922684,2005
Shan,Muse,Mu-Se,4751,1932545,0.002458416,2005
Shan,Muse,Namhkan,6625,1990221,0.003328776,2005
Kachin,Myitkyina,Myitkyina,17514,7837796,0.002234557,2005
Kachin,Bhamo,Momauk,10331,3029632,0.003409985,2005
Kachin,Myitkyina,Mogaung,7052,2400590,0.002937611,2005
Kachin,Myitkyina,Kamaing,17872,8254148,0.002165214,2005
Kachin,Myitkyina,Mohnyin,5935,7991544,7.4266e-4,2005
Kachin,Bhamo,Shwegu,7220,3620744,0.001994065,2005
Kachin,Bhamo,Bhamo,3152,2625746,0.001200421,2005
Sagaing,Katha,Katha,27506,2009361,0.013688929,2005
Shan,Kyaukme,Mabein,16620,5886379,0.002823468,2005
Kachin,Bhamo,Mansi,9745,3763269,0.002589504,2005
Shan,Kyaukme,Mong Mit,6591,3552712,0.001855202,2005
Shan,Kyaukme,Namtu,28743,5250164,0.005474686,2005
Shan,Kyaukme,Namhsan,4973,1216058,0.004089443,2005
Mandalay,Pyin-Oo-Lwin,Mogok,1918,1428007,0.001343131,2005
Sagaing,Katha,Tigyaing,7678,1927501,0.003983396,2005
Sagaing,Katha,Indaw,5343,1581718,0.003377973,2005
Sagaing,Katha,Kawlin,9207,1333939,0.006902115,2005
Sagaing,Katha,Wuntho,3237,951653,0.00340145,2005
Mandalay,Pyin-Oo-Lwin,Thabeikkyin,4732,2255202,0.00209826,2005
Sagaing,Shwebo,Kanbalu,21167,1267477,0.016700106,2005
Sagaing,Shwebo,Tantabin,30,38373,7.818e-4,2005
Sagaing,Shwebo,Khin-U,23,15988,0.001438579,2005
Sagaing,Shwebo,Kyunhla,11265,2033078,0.00554086,2005
Sagaing,Shwebo,Taze,2055,601324,0.003417459,2005
Sagaing,Shwebo,Ye-U,5791,469719,0.012328648,2005
Sagaing,Katha,Pinlebu,9309,3995772,0.002329713,2005
Sagaing,Mawleik,Phaungbyin,2809,4061903,0.00069154800000000005,2005
Sagaing,Katha,Banmauk,5013,4469873,0.001121508,2005
Sagaing,Hkamti,Homalin,22451,13876705,0.001617891,2005
Sagaing,Hkamti,Khamti,20390,11956278,0.00170538,2005
Sagaing,Hkamti,Lashe,4612,3399951,0.00135649,2005
Sagaing,Hkamti,Lahe,25071,5607799,0.004470738,2005
Sagaing,Hkamti,Nanyun,10752,9464441,0.001136042,2005
Kachin,Myitkyina,Tanai,19965,17326417,0.001152287,2005
Kachin,Putao,Putao,6622,6765107,9.78846e-4,2005
Sagaing,Tamu,Tamu,5178,1883723,0.0027488119999999998,2005
Sagaing,Mawleik,Mawlaik,2535,5103451,4.96723e-4,2005
Sagaing,Kalemyo,Kalewa,2673,2672961,0.001000015,2005
Chin,Palam,Falam,3041,2151216,0.001413619,2005
Chin,Palam,Tiddim,15471,3233127,0.004785151,2005
Chin,Palam,Tonzang,13562,4638234,0.002923958,2005
Tanintharyi,Kawthoung,Kawthaung,21952,3140789,0.006989327,2006
Ayeyarwady,Bassein,Ngaputaw,3493,2258207,0.001546802,2006
Ayeyarwady,Myoungmya,Labutta,174,78864,0.00220633,2006
Ayeyarwady,Myoungmya,Myaungmya,120,225412,5.32359e-4,2006
Ayeyarwady,Myoungmya,Wakema,25,17986,0.00138997,2006
Rakhine,Maungtaw,Maungdaw,1659,1296413,0.001279685,2006
Rakhine,Buthidaung,Buthidaung,1899,2160957,8.78777e-4,2006
Rakhine,Buthidaung,Ponnagyun & Rathedaung,516,1031589,5.00199e-4,2006
Rakhine,Buthidaung,Sittwe (Akyab),0,2179,0,2006
Rakhine,Sittwe,Pauktaw,615,199933,0.00307603,2006
Rakhine,Sittwe,Myebon,16607,1624717,0.010221472,2006
Rakhine,Kyaunkpyu,Kyaukpyu,3173,587306,0.005402635,2006
Rakhine,Kyaunkpyu,An,20181,8382837,0.002407419,2006
Rakhine,Sittwe,Minbya,4691,3658938,0.0012820660000000001,2006
Rakhine,Sittwe,Mrauk-Oo,405,603619,6.70953e-4,2006
Chin,Mindat,Paletwa,8012,12225679,6.55342e-4,2006
Chin,Mindat,Kanpetlet,6105,2850034,0.00214208,2006
Rakhine,Sittwe,Kyauktaw,2010,1475443,0.001362303,2006
Chin,Mindat,Matupi,7612,6387534,0.001191696,2006
Chin,Palam,Thlangtlang,14448,4675850,0.003089919,2006
Chin,Palam,Haka,7294,4694623,0.001553692,2006
Chin,Mindat,Mindat,11776,4717849,0.002496053,2006
Magway,Pakokku,Saw,9619,1787752,0.0053805,2006
Magway,Pakokku,Seikpyu,1132,225644,0.005016752,2006
Magway,Pakokku,Pauk,6204,569137,0.010900715,2006
Magway,Pakokku,Htilin,2802,930198,0.003012262,2006
Magway,Pakokku,Gangaw,5369,1661654,0.003231118,2006
Sagaing,Kalemyo,Kale,5093,2412434,0.002111146,2006
Sagaing,Kalemyo,Mingin,2260,3471362,6.51041e-4,2006
Sagaing,Monywa,Kani,10229,2650588,0.003859144,2006
Sagaing,Monywa,Pale,4286,673174,0.006366853,2006
Magway,Pakokku,Myaing,30,4848,0.006188119,2006
Sagaing,Monywa,Yinmabin,508,24038,0.021133206,2006
Sagaing,Monywa,Budalin,18,4327,0.004159926,2006
Sagaing,Monywa,Monywa,6,709,0.008462623,2006
Sagaing,Monywa,Salingyi,7,1731,0.004043905,2006
Magway,Pakokku,Yesagyo,12,2253,0.005326232,2006
Magway,Pakokku,Pakokku,34,975,0.034871795,2006
Mandalay,Myingyan,Nyaungu,0,308,0,2006
Mandalay,Myingyan,Kyaukpadaung,80,76372,0.001047504,2006
Magway,Magwe Minbu,Chauk,1,338,0.00295858,2006
Magway,Minbu,Salin,1899,464085,0.004091923,2006
Magway,Magwe Minbu,Yenangyaung,20,111,0.18018018,2006
Magway,Magwe Minbu,Magwe,2,150,0.013333333,2006
Magway,Minbu,Minbu (Sagu),519,93038,0.005578366,2006
Magway,Minbu,Pwinbyu,624,209815,0.002974049,2006
Magway,Minbu,Sidoktaya,11357,2863453,0.00396619,2006
Magway,Minbu,Ngape,1440,880920,0.001634655,2006
Magway,Thayetmyo,Minhla,1819,720876,0.002523319,2006
Magway,Thayetmyo,Mindon,2457,2155693,0.001139773,2006
Magway,Thayetmyo,Sinbaungwe (Tantabin),489,191828,0.002549159,2006
Magway,Thayetmyo,Thayet,196,131013,0.001496035,2006
Magway,Thayetmyo,Kama,699,608776,0.001148206,2006
Rakhine,Thandwe,Taungup,8460,5478524,0.001544212,2006
Rakhine,Thandwe,Arakan (Sandoway),3660,4649772,7.87135e-4,2006
Bago,Pyay,Padaung,521,1760537,2.95932e-4,2006
Bago,Pyay,Shwedaung,65,50887,0.00127734,2006
Ayeyarwady,Hinthada,Kyangin,606,470713,0.001287409,2006
Ayeyarwady,Hinthada,Myanaung,387,694854,5.56952e-4,2006
Ayeyarwady,Hinthada,Ingapu,251,875065,2.86836e-4,2006
Rakhine,Thandwe,Gwa,5934,3113144,0.001906112,2006
Rakhine,Kyaunkpyu,Man Aung,164,252183,6.50321e-4,2006
Rakhine,Kyaunkpyu,Ramree,4968,917803,0.005412926,2006
Ayeyarwady,Bassein,Bassein West,7478,1121269,0.006669229,2006
Ayeyarwady,Bassein,Thabaung,4460,1591547,0.002802305,2006
Ayeyarwady,Hinthada,Lemyethna,150,585055,2.56386e-4,2006
Ayeyarwady,Bassein,Yegyi,106,453532,2.33721e-4,2006
Ayeyarwady,Bassein,Kyonpyaw,15,87870,1.70707e-4,2006
Ayeyarwady,Bassein,Kyaunggon,2,20394,9.80681e-5,2006
Ayeyarwady,Myoungmya,Einme,5,32902,1.51966e-4,2006
Ayeyarwady,Myoungmya,Moulmeingyun,8,10347,7.73171e-4,2006
Ayeyarwady,Maubin,Pantanaw,59,136447,4.32402e-4,2006
Ayeyarwady,Pharpon,Kyaiklat,20,24235,8.25253e-4,2006
Ayeyarwady,Maubin,Ma-Ubin,12,20191,5.94324e-4,2006
Ayeyarwady,Maubin,Irrawaddy,18,25431,7.07798e-4,2006
Ayeyarwady,Maubin,Yandoon,27,58093,4.64772e-4,2006
Ayeyarwady,Maubin,Danubyu,13,46895,2.77215e-4,2006
Yangon,Yangon-N,Taikkyi,7,29022,2.41196e-4,2006
Ayeyarwady,Hinthada,Henzada,10,76335,1.31002e-4,2006
Ayeyarwady,Hinthada,Danubyu,2,56837,3.51883e-5,2006
Bago,Thayarwady,Minhla,1015,1072069,9.46767e-4,2006
Ayeyarwady,Hinthada,Zalun,8,40527,1.97399e-4,2006
Bago,Thayarwady,Monyo,2,17778,1.12499e-4,2006
Bago,Thayarwady,Tharrawaddy,2,19361,1.033e-4,2006
Yangon,Yangon-N,Hmawbi,1332,738893,0.001802697,2006
Yangon,Yangon-N,Hlegu,2900,867395,0.003343344,2006
Bago,Thayarwady,Letpatan,217,609211,3.56198e-4,2006
Bago,Pegu,Bago (Pegu),5580,2458344,0.002269821,2006
Bago,Pegu,Kyauktaga,9165,2811773,0.003259509,2006
Bago,Pegu,Daik-U,9383,467487,0.020071146,2006
Bago,Pegu,Kawa,7,15215,4.60072e-4,2006
Yangon,Yangon-S,Kayan,0,4798,0,2006
Yangon,Yangon-S,Syriam,5,2559,0.001953888,2006
Yangon,Yangon-E,Yangon (Rangoon),2,2381,8.39983e-4,2006
Yangon,Yangon-W,Yangon (Rangoon),2,5167,3.87072e-4,2006
Yangon,Yangon-N,Htantabin,0,3599,0,2006
Yangon,Yangon-S,Insein,15,11756,0.001275944,2006
Yangon,Yangon-S,Kawkhmu,756,185181,0.004082492,2006
Ayeyarwady,Pharpon,Dedaye,1,13432,7.44491e-5,2006
Yangon,Yangon-S,Kungyangon,324,64359,0.005034261,2006
Yangon,Yangon-S,Kyauktan,14,3667,0.003817835,2006
Yangon,Yangon-S,Thongwa,0,2050,0,2006
Bago,Pegu,Thanatpin,0,9451,0,2006
Mon,Thaton,Bilin,7239,1877036,0.003856612,2006
Mon,Thaton,Paung,1647,240921,0.006836266,2006
Mon,Mawlamyine,Chaungzon,217,57547,0.003770831,2006
Mon,Mawlamyine,Moulmein,78,15320,0.005091384,2006
Mon,Mawlamyine,Mudon,4294,257485,0.0166767,2006
Mon,Mawlamyine,Kyaikmaraw,10853,556959,0.019486174,2006
Kayin,Kawkareik,Pa-An,15575,1419591,0.01097147,2006
Mon,Thaton,Thaton,4094,631416,0.006483839,2006
Kayin,Kawkareik,Hlaingbwe,13798,4235041,0.003258056,2006
Mon,Thaton,Kyaikto,5067,871958,0.00581106,2006
Bago,Pegu,Shwegyin,12943,2804952,0.004614339,2006
Kayin,Kawkareik,Papun,42670,8723762,0.004891238,2006
Bago,Pegu,Nyaungiebin,205,21410,0.009574965,2006
Bago,Pegu,Waw,24,16993,0.001412346,2006
Bago,Taungoo,Pyu,1715,1819751,9.42437e-4,2006
Bago,Taungoo,Kyaukki,6171,2323858,0.002655498,2006
Bago,Taungoo,Oktwin,3298,1286045,0.002564451,2006
Bago,Taungoo,Tantabin,1051,143523,0.007322868,2006
Kayin,Kawkareik,Thandaung,7261,4749629,0.001528751,2006
Kayah,Bawlake,Pasawng,3833,4227571,9.06667e-4,2006
Kayah,Bawlake,Bawlakhe,10024,2291745,0.00437396,2006
Kayah,Loikaw,Hsataw,2934,2785146,0.001053446,2006
Kayah,Loikaw,Loi-Kaw,3513,753318,0.004663369,2006
Kayah,Loikaw,Dimawhso,3897,628872,0.00619681,2006
Kayah,Loikaw,Phruhso,6143,1775508,0.003459855,2006
Shan,Taunggye,Pekhon,7978,1490498,0.005352573,2006
Bago,Taungoo,Thoungoo,4989,1777331,0.002807018,2006
Bago,Taungoo,Yedashe,6303,2479131,0.002542423,2006
