NAME_1,NAME_2,NAME_3,loss_2013,treecover2000,percentloss
Shan,Mongphat,Mong Yawng,48820,5853840,0.008339825
Kayin,Myawady,Myawadi,27356,3497212,0.007822231
Kayin,Hpa-an,Kawkareik,7602,1317362,0.005770623
Kayin,Hpa-an,Kya-In Seikkyi,82501,9289338,0.008881257
Tanintharyi,Dawei,Tavoy,26800,8466131,0.003165555
Tanintharyi,Mergui,Tenasserim,77147,14972035,0.00515274
Tanintharyi,Dawei,Thayetchaung,22536,2491164,0.009046374
Tanintharyi,Mergui,Palaw,20587,2491285,0.008263607
Tanintharyi,Dawei,Launglon,7137,690083,0.010342234
Tanintharyi,Dawei,Yebyu,75291,4667205,0.016131925
Mon,Mawlamyine,Ye,37673,2863754,0.01315511
Mon,Mawlamyine,Thanbyuzayat,19059,743340,0.02563968
Ayeyarwady,Pharpon,Pyapon,20,19392,0.001031353
Ayeyarwady,Pharpon,Bogale,96,239126,0.000401462
Tanintharyi,Mergui,Mergui,40900,5595532,0.007309403
Tanintharyi,Kawthoung,Bokpyin,78300,7611073,0.010287643
Kachin,Putao,Nogmung,6860,7756426,0.000884428
Kachin,Putao,Khawbude,11286,7109674,0.001587415
Kachin,Putao,Machanbaw,4461,3996522,0.001116221
Kachin,Myitkyina,Hsawlaw,20511,4348848,0.004716421
Kachin,Myitkyina,Chipwi,23220,4093071,0.005673002
Kachin,Putao,Sumpranbum,25438,9405444,0.002704604
Kachin,Myitkyina,Njangyang,34539,6553019,0.0052707
Kachin,Myitkyina,Waingmaw,42721,5889827,0.007253354
Shan,Lasho,Pangwaum,34542,1237355,0.027915998
Shan,Lasho,Mong Mao,73282,2145238,0.034160312
Shan,Kunlong,Kunlong,3387,526927,0.006427835
Shan,Lauking,Kong-Kyan,5918,862135,0.006864354
Shan,Muse,Kutkai,39697,4135283,0.009599585
Shan,Kunlong,Ho-Pang,37194,1408480,0.026407191
Shan,Lasho,Hsenwi,39697,2017367,0.019677629
Shan,Lasho,Lashio,56771,4333525,0.013100421
Shan,Muse,Mu-Se,14789,1932545,0.007652603
Shan,Muse,Namhkan,34294,1990221,0.017231252
Kachin,Myitkyina,Myitkyina,38863,7837796,0.004958409
Kachin,Bhamo,Momauk,7191,3029632,0.002373556
Kachin,Myitkyina,Mogaung,4570,2400590,0.001903699
Kachin,Myitkyina,Kamaing,21509,8254148,0.002605841
Kachin,Myitkyina,Mohnyin,14107,7991544,0.001765241
Kachin,Bhamo,Shwegu,3609,3620744,0.000996756
Kachin,Bhamo,Bhamo,10657,2625746,0.004058656
Sagaing,Katha,Katha,17420,2009361,0.008669423
Shan,Kyaukme,Mabein,7650,5886379,0.001299611
Kachin,Bhamo,Mansi,16514,3763269,0.004388206
Shan,Kyaukme,Mong Mit,12701,3552712,0.003575015
Shan,Kyaukme,Namtu,95223,5250164,0.018137148
Shan,Kyaukme,Namhsan,10335,1216058,0.008498772
Mandalay,Pyin-Oo-Lwin,Mogok,5262,1428007,0.003684856
Sagaing,Katha,Tigyaing,7373,1927501,0.00382516
Sagaing,Katha,Indaw,2824,1581718,0.0017854
Sagaing,Katha,Kawlin,5639,1333939,0.00422733
Sagaing,Katha,Wuntho,3219,951653,0.003382535
Mandalay,Pyin-Oo-Lwin,Thabeikkyin,9348,2255202,0.004145083
Sagaing,Shwebo,Kanbalu,8627,1267477,0.006806435
Sagaing,Shwebo,Tantabin,475,38373,0.012378495
Sagaing,Shwebo,Khin-U,263,15988,0.016449837
Sagaing,Shwebo,Kyunhla,2418,2033078,0.00118933
Sagaing,Shwebo,Taze,3400,601324,0.00565419
Sagaing,Shwebo,Ye-U,6553,469719,0.013950894
Sagaing,Katha,Pinlebu,11658,3995772,0.002917584
Sagaing,Mawleik,Phaungbyin,8603,4061903,0.002117973
Sagaing,Katha,Banmauk,7390,4469873,0.001653291
Sagaing,Hkamti,Homalin,48954,13876705,0.003527783
Sagaing,Hkamti,Khamti,33457,11956278,0.002798279
Sagaing,Hkamti,Lashe,9297,3399951,0.002734451
Sagaing,Hkamti,Lahe,118781,5607799,0.021181394
Sagaing,Hkamti,Nanyun,47957,9464441,0.005067072
Kachin,Myitkyina,Tanai,39500,17326417,0.002279756
Kachin,Putao,Putao,16154,6765107,0.002387841
Sagaing,Tamu,Tamu,6404,1883723,0.003399651
Sagaing,Mawleik,Mawlaik,3896,5103451,0.000763405
Sagaing,Kalemyo,Kalewa,1890,2672961,0.000707081
Chin,Palam,Falam,11217,2151216,0.00521426
Chin,Palam,Tiddim,32658,3233127,0.010101057
Chin,Palam,Tonzang,27509,4638234,0.005930921
