"","n.cell","n.core.cell","n.edges.perimeter","n.edges.internal","area","core.area","perimeter","perim.area.ratio","shape.index","frac.dim.index","core.area.index","ID"
"1",33605.4936708861,33468.3924050633,137.772151898734,134284.202531646,33605.4936708861,33468.3924050633,137.772151898734,3.33787070752249,1.06473297111481,NA,0.0126074595163443,1
"2",749.395853423337,516.586949533912,272.129861780778,2725.45355191257,749.395853423337,516.586949533912,272.129861780778,2.80118224826527,1.30186760698956,NA,0.020548715574338,2
"3",2940.88892279524,2636.33689350015,356.034787915777,11407.5209032652,2940.88892279524,2636.33689350015,356.034787915777,3.01435189984011,1.25668395105052,NA,0.0119526197670195,3
"4",4382.1083499006,4026.13817097415,415.289264413519,17113.1441351889,4382.1083499006,4026.13817097415,415.289264413519,2.96170965450594,1.28113825121286,NA,0.0122412644252885,4
"5",349.50269566834,269.362242052426,94.0602342442833,1303.95054842908,349.50269566834,269.362242052426,94.0602342442833,2.72946535552621,1.31324805162721,NA,0.0250894931862834,5
"6",460.163224664405,346.856616020062,132.48443723263,1708.16846142499,460.163224664405,346.856616020062,132.48443723263,2.61833094271432,1.37567017194031,NA,0.0332658587497652,6
"7",273.137801021649,189.232303575772,99.5614205789346,992.989783507662,273.137801021649,189.232303575772,99.5614205789346,2.87548155802399,1.31157163260013,NA,0.0205186125662643,7
"8",739.797588832487,671.423434856176,81.8802876480541,2877.31006768189,739.797588832487,671.423434856176,81.8802876480541,2.90918121881,1.2888364472148,NA,0.0116256501238164,8
"9",525.340567914632,489.684391390848,42.1913546753482,2059.17091698318,525.340567914632,489.684391390848,42.1913546753482,2.98632562436305,1.24802516530213,NA,0.00801891351378626,9
"10",325.201558441558,240.364329004329,101.012294372294,1199.79393939394,325.201558441558,240.364329004329,101.012294372294,2.93075349357975,1.27646633568168,NA,0.0130011338583826,10
"11",387.883678692314,319.338231651944,81.3038883843804,1470.23082638488,387.883678692314,319.338231651944,81.3038883843804,2.91823501642615,1.30056165168379,NA,0.00998625194725328,11
"12",2076.16525911708,1832.37389635317,285.586948176584,8019.07408829175,2076.16525911708,1832.37389635317,285.586948176583,2.85933695049276,1.36607168919432,NA,0.0259244875108909,12
"13",506.097772682607,411.502620373403,112.025548640681,1912.36554208975,506.097772682607,411.502620373403,112.025548640681,2.81365231200915,1.3565451316695,NA,0.0355715382575684,13
"14",680.117274939173,599.469099756691,93.9571776155718,2626.51192214112,680.117274939173,599.469099756691,93.9571776155718,3.0667357515152,1.25722374296434,NA,0.0160525012600268,14
"15",784.431658767773,604.061800947867,210.018578199052,2927.70805687204,784.431658767773,604.061800947867,210.018578199052,2.83599485352961,1.30352323381088,NA,0.0201873186327279,15
